NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial,Nr_of_mutations
7,5,4.528,1,0,a,5l5ksa2v5z1xcrs,Query,14,100
6,4,2.972,0,1,a,5l5ksa2v5z1xcrs,Query,15,100
3,3,1.166,1,1,a,5l5ksa2v5z1xcrs,Query,16,100
1,1,0.579,1,1,a,5l5ksa2v5z1xcrs,Query,17,100
1,1,1.582,1,1,a,5l5ksa2v5z1xcrs,Query,18,100
6,4,5.087,0,0,a,5l5ksa2v5z1xcrs,Query,19,100
1,1,0.503,1,1,a,5l5ksa2v5z1xcrs,Query,20,100
4,3,3.145,0,1,a,5l5ksa2v5z1xcrs,Query,21,100
3,4,3.829,1,1,a,5l5ksa2v5z1xcrs,Query,22,100
6,5,9.827,1,0,a,5l5ksa2v5z1xcrs,Query,23,100
4,4,2.711,1,1,a,5l5ksa2v5z1xcrs,Query,24,100
6,5,3.519,1,1,a,5l5ksa2v5z1xcrs,Query,25,100
3,3,1.134,1,1,a,5l5ksa2v5z1xcrs,Query,26,100
4,4,2.374,1,1,a,5l5ksa2v5z1xcrs,Query,27,100
6,6,3.464,1,0,a,5l5ksa2v5z1xcrs,Query,28,100
5,5,2.843,1,1,a,5l5ksa2v5z1xcrs,Query,29,100
1,1,0.663,1,1,a,5l5ksa2v5z1xcrs,Query,30,100
2,2,0.856,1,1,a,5l5ksa2v5z1xcrs,Query,31,100
7,7,4.303,1,1,a,5l5ksa2v5z1xcrs,Query,32,100
5,5,3.706,1,1,a,5l5ksa2v5z1xcrs,Query,33,100
3,1,1.209,1,1,a,5l5ksa2v5z1xcrs,Query,34,100
7,6,3.698,1,1,a,5l5ksa2v5z1xcrs,Query,35,100
5,6,6.21,1,1,cei,5l5ksa2v5z1xcrs,Sequence,1,100
1,1,1.042,1,1,cei,5l5ksa2v5z1xcrs,Sequence,2,100
7,7,10.573,0,0,cei,5l5ksa2v5z1xcrs,Sequence,3,100
2,2,3.053,1,1,cei,5l5ksa2v5z1xcrs,Sequence,4,100
1,1,0.859,1,1,cei,5l5ksa2v5z1xcrs,Sequence,5,100
3,3,4.019,1,1,cei,5l5ksa2v5z1xcrs,Sequence,6,100
2,2,1.71,1,1,cei,5l5ksa2v5z1xcrs,Sequence,7,100
4,4,3.43,0,1,cei,5l5ksa2v5z1xcrs,Sequence,8,100
2,2,1.297,1,1,cei,5l5ksa2v5z1xcrs,Sequence,9,100
4,4,2.58,0,0,cei,5l5ksa2v5z1xcrs,Sequence,10,100
6,5,7.18,0,1,cei,5l5ksa2v5z1xcrs,Sequence,11,100
6,4,5.134,0,1,cei,5l5ksa2v5z1xcrs,Sequence,12,100
5,5,4.339,0,1,cei,5l5ksa2v5z1xcrs,Sequence,13,100
5,3,3.378,0,1,cei,5l5ksa2v5z1xcrs,Sequence,14,100
2,2,1.093,1,1,cei,5l5ksa2v5z1xcrs,Sequence,15,100
7,7,4.039,0,1,cei,5l5ksa2v5z1xcrs,Sequence,16,100
3,3,2.221,0,1,cei,5l5ksa2v5z1xcrs,Sequence,17,100
5,5,3.777,0,1,cei,5l5ksa2v5z1xcrs,Sequence,18,100
5,3,3.24,0,1,cei,5l5ksa2v5z1xcrs,Sequence,19,100
7,5,3.217,0,1,cei,5l5ksa2v5z1xcrs,Sequence,20,100
6,4,2.711,1,1,cei,5l5ksa2v5z1xcrs,Sequence,21,100
2,2,1.339,1,1,cei,5l5ksa2v5z1xcrs,Sequence,22,100
3,2,1.301,0,1,cei,5l5ksa2v5z1xcrs,Sequence,23,100
1,1,0.639,1,1,cei,5l5ksa2v5z1xcrs,Sequence,24,100
7,5,4.519,0,0,cei,5l5ksa2v5z1xcrs,Sequence,25,100
3,1,1.267,1,1,cei,5l5ksa2v5z1xcrs,Sequence,26,100
1,1,0.781,1,1,cei,5l5ksa2v5z1xcrs,Sequence,27,100
4,2,2.385,1,1,cei,5l5ksa2v5z1xcrs,Sequence,28,100
7,5,3.424,1,1,cei,5l5ksa2v5z1xcrs,Sequence,29,100
4,2,1.491,1,1,cei,5l5ksa2v5z1xcrs,Sequence,30,100
1,1,0.549,1,1,cei,5l5ksa2v5z1xcrs,Sequence,31,100
6,4,2.432,1,1,cei,5l5ksa2v5z1xcrs,Sequence,32,100
3,1,0.652,1,1,cei,5l5ksa2v5z1xcrs,Sequence,33,100
6,4,4.078,0,1,cei,5l5ksa2v5z1xcrs,Sequence,34,100
4,2,2.284,1,1,cei,5l5ksa2v5z1xcrs,Sequence,35,100
2,3,1.14,1,1,a,5l5ksa2v5z1xcrs,None,1,100
5,5,3.458,1,1,a,5l5ksa2v5z1xcrs,None,2,100
7,7,3.371,0,1,a,5l5ksa2v5z1xcrs,None,3,100
3,4,1.315,1,1,a,5l5ksa2v5z1xcrs,None,4,100
4,4,1.85,0,1,a,5l5ksa2v5z1xcrs,None,5,100
5,5,3.947,1,1,a,5l5ksa2v5z1xcrs,None,6,100
3,3,1.248,0,1,a,5l5ksa2v5z1xcrs,None,7,100
4,5,2.497,0,1,a,5l5ksa2v5z1xcrs,None,8,100
6,6,4.309,1,1,a,5l5ksa2v5z1xcrs,None,9,100
2,2,0.782,1,1,a,5l5ksa2v5z1xcrs,None,10,100
1,1,0.641,1,1,a,5l5ksa2v5z1xcrs,None,11,100
2,2,0.773,1,1,a,5l5ksa2v5z1xcrs,None,12,100
7,6,5.599,0,1,a,5l5ksa2v5z1xcrs,None,13,100
7,5,2.36,0,1,a,5l5ksa2v5z1xcrs,None,14,100
3,4,2.029,1,1,a,5l5ksa2v5z1xcrs,None,15,100
1,1,1.296,1,1,a,5l5ksa2v5z1xcrs,None,16,100
5,4,2.75,0,1,a,5l5ksa2v5z1xcrs,None,17,100
2,2,0.721,1,1,a,5l5ksa2v5z1xcrs,None,18,100
6,6,4.087,0,1,a,5l5ksa2v5z1xcrs,None,19,100
4,4,2.898,0,1,a,5l5ksa2v5z1xcrs,None,20,100
3,3,1.044,1,1,a,5l5ksa2v5z1xcrs,None,21,100
1,1,0.588,1,1,a,5l5ksa2v5z1xcrs,None,22,100
2,3,0.779,1,1,a,5l5ksa2v5z1xcrs,None,23,100
3,3,1.369,1,1,a,5l5ksa2v5z1xcrs,None,24,100
7,5,4.679,0,1,a,5l5ksa2v5z1xcrs,None,25,100
1,1,0.8,1,1,a,5l5ksa2v5z1xcrs,None,26,100
4,3,2.638,0,1,a,5l5ksa2v5z1xcrs,None,27,100
4,3,3.319,0,1,a,5l5ksa2v5z1xcrs,None,28,100
1,1,0.645,1,1,a,5l5ksa2v5z1xcrs,None,29,100
6,4,4.357,0,1,a,5l5ksa2v5z1xcrs,None,30,100
6,7,2.808,0,0,a,5l5ksa2v5z1xcrs,None,31,100
5,5,3.262,0,0,a,5l5ksa2v5z1xcrs,None,32,100
5,5,3.799,0,1,a,5l5ksa2v5z1xcrs,None,33,100
7,7,4.551,0,0,a,5l5ksa2v5z1xcrs,None,34,100
6,6,4.199,0,1,a,5l5ksa2v5z1xcrs,None,35,100
2,3,0.913,1,1,a,m50kxs0ne7ln5xe,Query,1,100
3,5,1.352,1,1,a,m50kxs0ne7ln5xe,Query,2,100
3,5,1.244,1,1,a,m50kxs0ne7ln5xe,Query,3,100
5,9,2.825,0,1,a,m50kxs0ne7ln5xe,Query,4,100
2,2,0.876,1,1,a,m50kxs0ne7ln5xe,Query,5,100
4,3,1.818,1,1,a,m50kxs0ne7ln5xe,Query,6,100
2,2,1.428,1,1,a,m50kxs0ne7ln5xe,Query,7,100
2,2,1.267,1,1,a,m50kxs0ne7ln5xe,Query,8,100
4,3,2.187,0,1,a,m50kxs0ne7ln5xe,Query,9,100
5,5,2.396,1,1,a,m50kxs0ne7ln5xe,Query,10,100
6,6,2.465,1,1,a,m50kxs0ne7ln5xe,Query,11,100
5,5,3.895,1,1,a,m50kxs0ne7ln5xe,Query,12,100
1,1,0.629,1,1,a,m50kxs0ne7ln5xe,Query,13,100
6,5,2.443,0,0,a,m50kxs0ne7ln5xe,Query,14,100
1,1,0.637,1,1,a,m50kxs0ne7ln5xe,Query,15,100
7,7,2.566,1,0,a,m50kxs0ne7ln5xe,Query,16,100
7,5,3.145,1,0,a,m50kxs0ne7ln5xe,Query,17,100
7,5,4.524,0,1,a,m50kxs0ne7ln5xe,Query,18,100
5,4,3.159,0,0,a,m50kxs0ne7ln5xe,Query,19,100
1,1,0.702,1,1,a,m50kxs0ne7ln5xe,Query,20,100
3,3,1.084,1,1,a,m50kxs0ne7ln5xe,Query,21,100
7,5,6.105,0,0,a,m50kxs0ne7ln5xe,Query,22,100
4,3,1.593,1,1,a,m50kxs0ne7ln5xe,Query,23,100
3,3,1.279,1,1,a,m50kxs0ne7ln5xe,Query,24,100
7,6,2.604,1,1,a,m50kxs0ne7ln5xe,Query,25,100
1,1,0.629,1,1,a,m50kxs0ne7ln5xe,Query,26,100
1,1,0.521,1,1,a,m50kxs0ne7ln5xe,Query,27,100
4,4,1.436,1,1,a,m50kxs0ne7ln5xe,Query,28,100
4,3,2.11,0,1,a,m50kxs0ne7ln5xe,Query,29,100
6,6,3.057,1,0,a,m50kxs0ne7ln5xe,Query,30,100
6,6,3.427,1,1,a,m50kxs0ne7ln5xe,Query,31,100
3,3,2.497,1,1,a,m50kxs0ne7ln5xe,Query,32,100
6,6,5.611,1,1,a,m50kxs0ne7ln5xe,Query,33,100
5,3,4.047,1,1,a,m50kxs0ne7ln5xe,Query,34,100
2,2,0.694,1,1,a,m50kxs0ne7ln5xe,Query,35,100
3,5,5.299,1,1,ejf,m50kxs0ne7ln5xe,Sequence,1,100
2,3,3.013,1,1,ejf,m50kxs0ne7ln5xe,Sequence,2,100
6,7,7.035,0,1,ejf,m50kxs0ne7ln5xe,Sequence,3,100
2,3,1.613,1,1,ejf,m50kxs0ne7ln5xe,Sequence,4,100
2,2,1.195,1,1,ejf,m50kxs0ne7ln5xe,Sequence,5,100
4,4,2.681,1,1,ejf,m50kxs0ne7ln5xe,Sequence,6,100
5,5,5.674,0,1,ejf,m50kxs0ne7ln5xe,Sequence,7,100
5,4,3.715,0,1,ejf,m50kxs0ne7ln5xe,Sequence,8,100
6,5,3.445,0,1,ejf,m50kxs0ne7ln5xe,Sequence,9,100
3,2,2.682,1,1,ejf,m50kxs0ne7ln5xe,Sequence,10,100
7,5,4.408,0,0,ejf,m50kxs0ne7ln5xe,Sequence,11,100
5,3,5.716,0,1,ejf,m50kxs0ne7ln5xe,Sequence,12,100
7,5,3.769,0,0,ejf,m50kxs0ne7ln5xe,Sequence,13,100
6,4,4.075,1,1,ejf,m50kxs0ne7ln5xe,Sequence,14,100
1,1,1.046,1,1,ejf,m50kxs0ne7ln5xe,Sequence,15,100
6,4,3.448,0,1,ejf,m50kxs0ne7ln5xe,Sequence,16,100
7,7,5.315,0,1,ejf,m50kxs0ne7ln5xe,Sequence,17,100
2,3,1.571,1,1,ejf,m50kxs0ne7ln5xe,Sequence,18,100
1,1,0.929,1,1,ejf,m50kxs0ne7ln5xe,Sequence,19,100
7,8,3.086,1,0,ejf,m50kxs0ne7ln5xe,Sequence,20,100
4,3,2.32,1,0,ejf,m50kxs0ne7ln5xe,Sequence,21,100
5,3,4.528,1,1,ejf,m50kxs0ne7ln5xe,Sequence,22,100
3,1,1.973,1,1,ejf,m50kxs0ne7ln5xe,Sequence,23,100
7,5,6.676,1,0,ejf,m50kxs0ne7ln5xe,Sequence,24,100
4,2,2.725,1,1,ejf,m50kxs0ne7ln5xe,Sequence,25,100
2,1,0.99,1,1,ejf,m50kxs0ne7ln5xe,Sequence,26,100
6,4,3.146,1,1,ejf,m50kxs0ne7ln5xe,Sequence,27,100
5,3,3.275,1,1,ejf,m50kxs0ne7ln5xe,Sequence,28,100
3,1,2.192,1,1,ejf,m50kxs0ne7ln5xe,Sequence,29,100
4,2,2.155,1,1,ejf,m50kxs0ne7ln5xe,Sequence,30,100
1,1,0.753,1,1,ejf,m50kxs0ne7ln5xe,Sequence,31,100
1,1,0.99,1,1,ejf,m50kxs0ne7ln5xe,Sequence,32,100
1,1,0.658,1,1,ejf,m50kxs0ne7ln5xe,Sequence,33,100
3,1,2.737,1,1,ejf,m50kxs0ne7ln5xe,Sequence,34,100
4,2,4.847,1,1,ejf,m50kxs0ne7ln5xe,Sequence,35,100
2,3,0.604,1,1,a,m50kxs0ne7ln5xe,None,1,100
5,8,4.866,1,1,a,m50kxs0ne7ln5xe,None,2,100
7,10,4.313,1,1,a,m50kxs0ne7ln5xe,None,3,100
7,8,4.526,0,0,a,m50kxs0ne7ln5xe,None,4,100
6,6,4.915,1,1,a,m50kxs0ne7ln5xe,None,5,100
4,4,3.514,1,1,a,m50kxs0ne7ln5xe,None,6,100
4,4,3.006,1,1,a,m50kxs0ne7ln5xe,None,7,100
6,4,4.35,0,1,a,m50kxs0ne7ln5xe,None,8,100
5,5,6.997,1,1,a,m50kxs0ne7ln5xe,None,9,100
6,5,2.805,1,1,a,m50kxs0ne7ln5xe,None,10,100
1,1,0.845,1,1,a,m50kxs0ne7ln5xe,None,11,100
1,1,0.505,1,1,a,m50kxs0ne7ln5xe,None,12,100
3,3,1.991,0,1,a,m50kxs0ne7ln5xe,None,13,100
6,7,2.834,0,1,a,m50kxs0ne7ln5xe,None,14,100
2,3,0.803,1,1,a,m50kxs0ne7ln5xe,None,15,100
2,2,0.629,1,1,a,m50kxs0ne7ln5xe,None,16,100
2,2,0.597,1,1,a,m50kxs0ne7ln5xe,None,17,100
6,6,4.701,0,1,a,m50kxs0ne7ln5xe,None,18,100
3,4,1.899,1,1,a,m50kxs0ne7ln5xe,None,19,100
4,4,2.13,0,1,a,m50kxs0ne7ln5xe,None,20,100
1,1,0.544,1,1,a,m50kxs0ne7ln5xe,None,21,100
3,3,1.488,0,1,a,m50kxs0ne7ln5xe,None,22,100
7,8,6.761,1,0,a,m50kxs0ne7ln5xe,None,23,100
5,5,2.621,0,1,a,m50kxs0ne7ln5xe,None,24,100
2,3,0.776,1,1,a,m50kxs0ne7ln5xe,None,25,100
4,4,2.569,0,1,a,m50kxs0ne7ln5xe,None,26,100
7,6,2.392,0,1,a,m50kxs0ne7ln5xe,None,27,100
5,5,3.318,1,1,a,m50kxs0ne7ln5xe,None,28,100
3,2,0.965,0,1,a,m50kxs0ne7ln5xe,None,29,100
3,3,1.476,0,1,a,m50kxs0ne7ln5xe,None,30,100
4,3,2.419,0,1,a,m50kxs0ne7ln5xe,None,31,100
7,5,3.502,0,1,a,m50kxs0ne7ln5xe,None,32,100
1,1,0.563,1,1,a,m50kxs0ne7ln5xe,None,33,100
1,1,0.487,1,1,a,m50kxs0ne7ln5xe,None,34,100
5,4,2.626,0,1,a,m50kxs0ne7ln5xe,None,35,100
1,1,0.595,1,1,a,wdhmud3k27y9347,Query,1,100
5,8,2.758,0,1,a,wdhmud3k27y9347,Query,2,100
4,3,2.274,0,1,a,wdhmud3k27y9347,Query,3,100
1,1,0.586,1,1,a,wdhmud3k27y9347,Query,4,100
6,5,4.88,0,1,a,wdhmud3k27y9347,Query,5,100
3,3,2.176,0,1,a,wdhmud3k27y9347,Query,6,100
1,1,0.744,1,1,a,wdhmud3k27y9347,Query,7,100
2,3,0.819,1,1,a,wdhmud3k27y9347,Query,8,100
5,4,2.485,0,1,a,wdhmud3k27y9347,Query,9,100
3,3,1.623,1,1,a,wdhmud3k27y9347,Query,10,100
6,6,5.059,0,1,a,wdhmud3k27y9347,Query,11,100
4,2,2.71,1,1,a,wdhmud3k27y9347,Query,12,100
5,5,3.887,1,1,a,wdhmud3k27y9347,Query,13,100
6,4,4.476,0,1,a,wdhmud3k27y9347,Query,14,100
3,3,1.28,1,1,a,wdhmud3k27y9347,Query,15,100
7,5,6.293,1,1,a,wdhmud3k27y9347,Query,16,100
3,3,1.393,1,1,a,wdhmud3k27y9347,Query,17,100
3,3,1.057,1,1,a,wdhmud3k27y9347,Query,18,100
7,7,4.338,1,1,a,wdhmud3k27y9347,Query,19,100
7,6,5.119,1,0,a,wdhmud3k27y9347,Query,20,100
2,2,0.893,1,1,a,wdhmud3k27y9347,Query,21,100
5,4,3.027,1,1,a,wdhmud3k27y9347,Query,22,100
2,2,0.672,1,1,a,wdhmud3k27y9347,Query,23,100
7,6,4.876,0,1,a,wdhmud3k27y9347,Query,24,100
5,5,2.93,1,1,a,wdhmud3k27y9347,Query,25,100
2,2,0.696,1,1,a,wdhmud3k27y9347,Query,26,100
1,1,0.58,1,1,a,wdhmud3k27y9347,Query,27,100
6,5,4.163,1,0,a,wdhmud3k27y9347,Query,28,100
6,5,3.696,0,1,a,wdhmud3k27y9347,Query,29,100
4,4,1.852,0,1,a,wdhmud3k27y9347,Query,30,100
4,4,2.024,1,1,a,wdhmud3k27y9347,Query,31,100
4,4,2.026,1,1,a,wdhmud3k27y9347,Query,32,100
1,1,0.577,1,1,a,wdhmud3k27y9347,Query,33,100
7,5,7.347,1,1,a,wdhmud3k27y9347,Query,34,100
2,2,0.754,1,1,a,wdhmud3k27y9347,Query,35,100
7,8,5.659,0,1,eif,wdhmud3k27y9347,Sequence,1,100
4,4,2.902,0,1,eif,wdhmud3k27y9347,Sequence,2,100
7,5,4.981,0,1,eif,wdhmud3k27y9347,Sequence,3,100
6,5,3.758,1,1,eif,wdhmud3k27y9347,Sequence,4,100
3,3,1.105,1,1,eif,wdhmud3k27y9347,Sequence,5,100
4,4,2.474,1,1,eif,wdhmud3k27y9347,Sequence,6,100
1,1,0.689,1,1,eif,wdhmud3k27y9347,Sequence,7,100
5,4,3.92,0,1,eif,wdhmud3k27y9347,Sequence,8,100
5,3,3.879,1,1,eif,wdhmud3k27y9347,Sequence,9,100
2,1,0.593,0,1,eif,wdhmud3k27y9347,Sequence,10,100
6,5,3.209,0,1,eif,wdhmud3k27y9347,Sequence,11,100
1,1,0.578,1,1,eif,wdhmud3k27y9347,Sequence,12,100
2,2,0.464,0,1,eif,wdhmud3k27y9347,Sequence,13,100
4,3,1.252,0,1,eif,wdhmud3k27y9347,Sequence,14,100
7,5,4.368,0,1,eif,wdhmud3k27y9347,Sequence,15,100
2,1,0.717,1,1,eif,wdhmud3k27y9347,Sequence,16,100
2,1,0.645,1,1,eif,wdhmud3k27y9347,Sequence,17,100
6,4,3.045,1,0,eif,wdhmud3k27y9347,Sequence,18,100
7,5,5.404,0,1,eif,wdhmud3k27y9347,Sequence,19,100
3,1,1.047,1,1,eif,wdhmud3k27y9347,Sequence,20,100
3,1,0.922,1,1,eif,wdhmud3k27y9347,Sequence,21,100
3,1,0.713,1,1,eif,wdhmud3k27y9347,Sequence,22,100
4,2,2.593,1,1,eif,wdhmud3k27y9347,Sequence,23,100
6,4,4.841,1,1,eif,wdhmud3k27y9347,Sequence,24,100
5,3,3.935,1,1,eif,wdhmud3k27y9347,Sequence,25,100
5,3,2.519,0,0,eif,wdhmud3k27y9347,Sequence,26,100
6,4,2.967,1,1,eif,wdhmud3k27y9347,Sequence,27,100
5,4,3.784,1,1,eif,wdhmud3k27y9347,Sequence,28,100
3,1,0.792,1,1,eif,wdhmud3k27y9347,Sequence,29,100
1,1,0.656,1,1,eif,wdhmud3k27y9347,Sequence,30,100
1,1,0.612,1,1,eif,wdhmud3k27y9347,Sequence,31,100
4,2,2.448,1,1,eif,wdhmud3k27y9347,Sequence,32,100
1,1,0.521,1,1,eif,wdhmud3k27y9347,Sequence,33,100
2,1,0.504,1,1,eif,wdhmud3k27y9347,Sequence,34,100
7,5,5.024,0,1,eif,wdhmud3k27y9347,Sequence,35,100
2,3,1.357,1,1,a,wdhmud3k27y9347,None,1,100
2,3,0.927,1,1,a,wdhmud3k27y9347,None,2,100
4,7,3.227,1,1,a,wdhmud3k27y9347,None,3,100
1,1,0.772,1,1,a,wdhmud3k27y9347,None,4,100
6,5,4.612,0,1,a,wdhmud3k27y9347,None,5,100
6,6,4.842,0,0,a,wdhmud3k27y9347,None,6,100
1,1,0.639,1,1,a,wdhmud3k27y9347,None,7,100
5,5,3.153,0,1,a,wdhmud3k27y9347,None,8,100
5,3,4.111,0,1,a,wdhmud3k27y9347,None,9,100
3,3,1.456,0,1,a,wdhmud3k27y9347,None,10,100
5,5,3.49,1,1,a,wdhmud3k27y9347,None,11,100
5,3,3.581,0,1,a,wdhmud3k27y9347,None,12,100
4,4,3.054,1,1,a,wdhmud3k27y9347,None,13,100
6,6,4.312,1,1,a,wdhmud3k27y9347,None,14,100
6,4,4.05,0,1,a,wdhmud3k27y9347,None,15,100
6,6,3.788,0,0,a,wdhmud3k27y9347,None,16,100
7,6,6.458,0,0,a,wdhmud3k27y9347,None,17,100
7,5,5.647,0,1,a,wdhmud3k27y9347,None,18,100
4,4,3.387,1,1,a,wdhmud3k27y9347,None,19,100
7,7,4.77,1,1,a,wdhmud3k27y9347,None,20,100
3,3,1.189,1,1,a,wdhmud3k27y9347,None,21,100
3,2,1.879,0,1,a,wdhmud3k27y9347,None,22,100
4,4,2.676,1,1,a,wdhmud3k27y9347,None,23,100
1,1,0.699,1,1,a,wdhmud3k27y9347,None,24,100
7,6,4.934,0,0,a,wdhmud3k27y9347,None,25,100
4,4,2.265,1,1,a,wdhmud3k27y9347,None,26,100
3,3,1.597,0,1,a,wdhmud3k27y9347,None,27,100
3,4,1.435,1,1,a,wdhmud3k27y9347,None,28,100
2,2,0.865,1,1,a,wdhmud3k27y9347,None,29,100
5,5,4.459,1,1,a,wdhmud3k27y9347,None,30,100
2,2,0.918,0,1,a,wdhmud3k27y9347,None,31,100
2,2,0.736,1,1,a,wdhmud3k27y9347,None,32,100
1,1,0.705,1,1,a,wdhmud3k27y9347,None,33,100
1,1,0.761,1,1,a,wdhmud3k27y9347,None,34,100
7,6,6.979,0,0,a,wdhmud3k27y9347,None,35,100
3,3,2.333,1,1,a,s0kptdmjr5nhxj4,Query,1,100
6,5,11.072,0,1,a,s0kptdmjr5nhxj4,Query,2,100
4,4,10.325,1,1,a,s0kptdmjr5nhxj4,Query,3,100
3,3,4.064,1,1,a,s0kptdmjr5nhxj4,Query,4,100
4,3,4.519,1,1,a,s0kptdmjr5nhxj4,Query,5,100
2,2,1.751,1,1,a,s0kptdmjr5nhxj4,Query,6,100
6,6,14.901,1,1,a,s0kptdmjr5nhxj4,Query,7,100
4,4,4.384,1,0,a,s0kptdmjr5nhxj4,Query,8,100
7,5,25.751,0,1,a,s0kptdmjr5nhxj4,Query,9,100
3,3,2.606,1,1,a,s0kptdmjr5nhxj4,Query,10,100
5,4,9.721,1,1,a,s0kptdmjr5nhxj4,Query,11,100
2,2,1.641,1,1,a,s0kptdmjr5nhxj4,Query,12,100
4,4,5.745,1,1,a,s0kptdmjr5nhxj4,Query,13,100
1,1,1.082,1,1,a,s0kptdmjr5nhxj4,Query,14,100
6,5,15.132,1,0,a,s0kptdmjr5nhxj4,Query,15,100
1,1,1.17,1,1,a,s0kptdmjr5nhxj4,Query,16,100
1,1,0.869,1,1,a,s0kptdmjr5nhxj4,Query,17,100
4,4,4.863,1,1,a,s0kptdmjr5nhxj4,Query,18,100
5,5,15.262,1,1,a,s0kptdmjr5nhxj4,Query,19,100
5,5,11.297,1,1,a,s0kptdmjr5nhxj4,Query,20,100
2,2,1.502,1,1,a,s0kptdmjr5nhxj4,Query,21,100
6,6,12.983,1,1,a,s0kptdmjr5nhxj4,Query,22,100
7,6,12.634,1,1,a,s0kptdmjr5nhxj4,Query,23,100
7,7,13.616,1,1,a,s0kptdmjr5nhxj4,Query,24,100
6,5,16.761,1,1,a,s0kptdmjr5nhxj4,Query,25,100
3,2,2.586,1,1,a,s0kptdmjr5nhxj4,Query,26,100
2,2,1.531,1,1,a,s0kptdmjr5nhxj4,Query,27,100
5,5,11.848,1,1,a,s0kptdmjr5nhxj4,Query,28,100
5,4,15.889,0,1,a,s0kptdmjr5nhxj4,Query,29,100
7,5,8.864,1,1,a,s0kptdmjr5nhxj4,Query,30,100
7,6,8.42,1,1,a,s0kptdmjr5nhxj4,Query,31,100
1,1,0.913,1,1,a,s0kptdmjr5nhxj4,Query,32,100
1,1,1.162,1,1,a,s0kptdmjr5nhxj4,Query,33,100
2,2,1.211,1,1,a,s0kptdmjr5nhxj4,Query,34,100
3,3,2.509,1,1,a,s0kptdmjr5nhxj4,Query,35,100
6,5,20.192,1,1,gcb,s0kptdmjr5nhxj4,Sequence,1,100
2,1,1.675,0,1,gcb,s0kptdmjr5nhxj4,Sequence,2,100
7,5,32.243,0,1,gcb,s0kptdmjr5nhxj4,Sequence,3,100
6,5,15.468,0,1,gcb,s0kptdmjr5nhxj4,Sequence,4,100
4,3,5.334,1,1,gcb,s0kptdmjr5nhxj4,Sequence,5,100
7,5,27.533,0,1,gcb,s0kptdmjr5nhxj4,Sequence,6,100
1,1,1.339,1,1,gcb,s0kptdmjr5nhxj4,Sequence,7,100
3,1,4.045,1,1,gcb,s0kptdmjr5nhxj4,Sequence,8,100
7,5,18.116,0,1,gcb,s0kptdmjr5nhxj4,Sequence,9,100
6,4,28.881,0,1,gcb,s0kptdmjr5nhxj4,Sequence,10,100
4,2,7.422,1,1,gcb,s0kptdmjr5nhxj4,Sequence,11,100
4,2,4.682,1,1,gcb,s0kptdmjr5nhxj4,Sequence,12,100
3,1,2.168,1,1,gcb,s0kptdmjr5nhxj4,Sequence,13,100
7,5,33.012,0,1,gcb,s0kptdmjr5nhxj4,Sequence,14,100
3,1,3.043,1,1,gcb,s0kptdmjr5nhxj4,Sequence,15,100
5,4,13.806,1,1,gcb,s0kptdmjr5nhxj4,Sequence,16,100
2,1,1.844,1,1,gcb,s0kptdmjr5nhxj4,Sequence,17,100
6,4,24.161,1,1,gcb,s0kptdmjr5nhxj4,Sequence,18,100
5,3,12.24,0,1,gcb,s0kptdmjr5nhxj4,Sequence,19,100
6,5,18.882,1,1,gcb,s0kptdmjr5nhxj4,Sequence,20,100
4,3,3.138,1,1,gcb,s0kptdmjr5nhxj4,Sequence,21,100
1,1,0.843,1,1,gcb,s0kptdmjr5nhxj4,Sequence,22,100
7,5,16.841,0,1,gcb,s0kptdmjr5nhxj4,Sequence,23,100
5,3,23.332,1,1,gcb,s0kptdmjr5nhxj4,Sequence,24,100
2,1,1.371,1,1,gcb,s0kptdmjr5nhxj4,Sequence,25,100
2,1,1.272,1,1,gcb,s0kptdmjr5nhxj4,Sequence,26,100
5,3,13.64,1,1,gcb,s0kptdmjr5nhxj4,Sequence,27,100
1,1,1.592,1,1,gcb,s0kptdmjr5nhxj4,Sequence,28,100
3,1,2.12,1,1,gcb,s0kptdmjr5nhxj4,Sequence,29,100
4,2,6.721,1,1,gcb,s0kptdmjr5nhxj4,Sequence,30,100
3,1,2.829,1,1,gcb,s0kptdmjr5nhxj4,Sequence,31,100
2,1,1.805,1,1,gcb,s0kptdmjr5nhxj4,Sequence,32,100
1,1,0.964,1,1,gcb,s0kptdmjr5nhxj4,Sequence,33,100
5,3,14.229,0,1,gcb,s0kptdmjr5nhxj4,Sequence,34,100
1,1,0.871,1,1,gcb,s0kptdmjr5nhxj4,Sequence,35,100
4,4,12.396,0,1,a,s0kptdmjr5nhxj4,None,1,100
7,6,17.08,0,1,a,s0kptdmjr5nhxj4,None,2,100
1,1,1.206,1,1,a,s0kptdmjr5nhxj4,None,3,100
4,4,5.434,1,1,a,s0kptdmjr5nhxj4,None,4,100
2,2,1.526,1,1,a,s0kptdmjr5nhxj4,None,5,100
2,3,1.457,1,1,a,s0kptdmjr5nhxj4,None,6,100
7,8,16.017,1,1,a,s0kptdmjr5nhxj4,None,7,100
5,5,9.088,0,1,a,s0kptdmjr5nhxj4,None,8,100
3,3,2.464,0,1,a,s0kptdmjr5nhxj4,None,9,100
7,5,22.175,0,1,a,s0kptdmjr5nhxj4,None,10,100
2,3,1.609,1,1,a,s0kptdmjr5nhxj4,None,11,100
