NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial,Nr_of_mutations
5,5,15.879,1,1,cjh,q5ep7vxrajzuy3s,Sequence,6,100
4,4,7.063,1,1,cjh,q5ep7vxrajzuy3s,Sequence,7,100
1,1,0.673,1,1,cjh,q5ep7vxrajzuy3s,Sequence,8,100
4,4,7.324,0,0,cjh,q5ep7vxrajzuy3s,Sequence,9,100
4,5,7.531,1,0,cjh,q5ep7vxrajzuy3s,Sequence,10,100
7,8,11.479,0,0,cjh,q5ep7vxrajzuy3s,Sequence,11,100
5,5,13.84,0,1,cjh,q5ep7vxrajzuy3s,Sequence,12,100
2,2,2.243,1,1,cjh,q5ep7vxrajzuy3s,Sequence,13,100
2,2,0.983,1,1,cjh,q5ep7vxrajzuy3s,Sequence,14,100
7,6,15.427,0,1,cjh,q5ep7vxrajzuy3s,Sequence,15,100
7,5,12.58,0,1,cjh,q5ep7vxrajzuy3s,Sequence,16,100
2,2,0.869,1,1,cjh,q5ep7vxrajzuy3s,Sequence,17,100
6,6,12.82,1,1,cjh,q5ep7vxrajzuy3s,Sequence,18,100
7,6,11.998,0,1,cjh,q5ep7vxrajzuy3s,Sequence,19,100
1,1,0.722,1,1,cjh,q5ep7vxrajzuy3s,Sequence,20,100
6,7,12.799,1,1,cjh,q5ep7vxrajzuy3s,Sequence,21,100
3,4,3.55,1,1,cjh,q5ep7vxrajzuy3s,Sequence,22,100
5,6,8.184,1,0,cjh,q5ep7vxrajzuy3s,Sequence,23,100
6,4,12.681,0,1,cjh,q5ep7vxrajzuy3s,Sequence,24,100
1,1,0.76,1,1,cjh,q5ep7vxrajzuy3s,Sequence,25,100
2,1,1.093,1,1,cjh,q5ep7vxrajzuy3s,Sequence,26,100
6,4,16.288,1,1,cjh,q5ep7vxrajzuy3s,Sequence,27,100
4,2,6.715,1,1,cjh,q5ep7vxrajzuy3s,Sequence,28,100
3,1,1.855,1,1,cjh,q5ep7vxrajzuy3s,Sequence,29,100
7,5,14.015,0,0,cjh,q5ep7vxrajzuy3s,Sequence,30,100
3,1,4.977,1,1,cjh,q5ep7vxrajzuy3s,Sequence,31,100
4,2,3.144,1,1,cjh,q5ep7vxrajzuy3s,Sequence,32,100
3,1,2.191,1,1,cjh,q5ep7vxrajzuy3s,Sequence,33,100
3,1,1.857,1,1,cjh,q5ep7vxrajzuy3s,Sequence,34,100
1,1,0.743,1,1,cjh,q5ep7vxrajzuy3s,Sequence,35,100
6,10,4.748,1,1,a,q5ep7vxrajzuy3s,None,1,100
2,3,0.654,1,1,a,q5ep7vxrajzuy3s,None,2,100
2,3,0.737,1,1,a,q5ep7vxrajzuy3s,None,3,100
4,7,3.087,1,1,a,q5ep7vxrajzuy3s,None,4,100
6,10,6.299,1,1,a,q5ep7vxrajzuy3s,None,5,100
4,7,2.634,1,1,a,q5ep7vxrajzuy3s,None,6,100
4,4,2.301,0,1,a,q5ep7vxrajzuy3s,None,7,100
1,1,0.76,1,1,a,q5ep7vxrajzuy3s,None,8,100
4,3,4.05,1,1,a,q5ep7vxrajzuy3s,None,9,100
5,5,7.716,0,1,a,q5ep7vxrajzuy3s,None,10,100
2,3,0.699,1,1,a,q5ep7vxrajzuy3s,None,11,100
7,6,8.8,0,1,a,q5ep7vxrajzuy3s,None,12,100
6,6,7.548,0,1,a,q5ep7vxrajzuy3s,None,13,100
5,5,3.766,0,1,a,q5ep7vxrajzuy3s,None,14,100
1,1,0.597,1,1,a,q5ep7vxrajzuy3s,None,15,100
7,5,4.984,0,1,a,q5ep7vxrajzuy3s,None,16,100
5,5,7.032,1,1,a,q5ep7vxrajzuy3s,None,17,100
1,1,0.666,1,1,a,q5ep7vxrajzuy3s,None,18,100
5,4,4.233,0,1,a,q5ep7vxrajzuy3s,None,19,100
3,3,0.806,0,1,a,q5ep7vxrajzuy3s,None,20,100
6,6,5.643,0,1,a,q5ep7vxrajzuy3s,None,21,100
4,4,5.65,0,1,a,q5ep7vxrajzuy3s,None,22,100
7,7,8.136,0,1,a,q5ep7vxrajzuy3s,None,23,100
3,3,0.729,1,0,a,q5ep7vxrajzuy3s,None,24,100
2,2,0.717,1,1,a,q5ep7vxrajzuy3s,None,25,100
1,1,0.65,1,1,a,q5ep7vxrajzuy3s,None,26,100
3,3,1.935,1,1,a,q5ep7vxrajzuy3s,None,27,100
6,5,5.539,0,0,a,q5ep7vxrajzuy3s,None,28,100
3,4,4.881,1,1,a,q5ep7vxrajzuy3s,None,29,100
1,1,0.54,1,1,a,q5ep7vxrajzuy3s,None,30,100
7,8,13.601,1,1,a,q5ep7vxrajzuy3s,None,31,100
2,2,0.722,1,1,a,q5ep7vxrajzuy3s,None,32,100
5,5,5.181,0,1,a,q5ep7vxrajzuy3s,None,33,100
7,6,7.426,1,0,a,q5ep7vxrajzuy3s,None,34,100
3,3,3.973,1,1,a,q5ep7vxrajzuy3s,None,35,100
3,5,8.367,1,1,a,gqbcw11bbup9p63,Query,1,100
1,1,0.611,1,1,a,gqbcw11bbup9p63,Query,2,100
1,1,0.596,1,1,a,gqbcw11bbup9p63,Query,3,100
4,7,5.347,1,0,a,gqbcw11bbup9p63,Query,4,100
1,1,0.592,1,1,a,gqbcw11bbup9p63,Query,5,100
6,9,8.717,0,1,a,gqbcw11bbup9p63,Query,6,100
4,6,3.511,1,0,a,gqbcw11bbup9p63,Query,7,100
2,3,3.64,1,1,a,gqbcw11bbup9p63,Query,8,100
6,8,2.918,1,0,a,gqbcw11bbup9p63,Query,9,100
2,3,2.92,1,1,a,gqbcw11bbup9p63,Query,10,100
6,7,5.685,1,1,a,gqbcw11bbup9p63,Query,11,100
7,6,3.735,1,0,a,gqbcw11bbup9p63,Query,12,100
5,5,3.695,1,0,a,gqbcw11bbup9p63,Query,13,100
4,4,5.639,1,1,a,gqbcw11bbup9p63,Query,14,100
3,3,3.899,1,1,a,gqbcw11bbup9p63,Query,15,100
5,5,4.094,1,1,a,gqbcw11bbup9p63,Query,16,100
4,3,8.493,1,1,a,gqbcw11bbup9p63,Query,17,100
5,5,6.992,1,1,a,gqbcw11bbup9p63,Query,18,100
5,5,5.431,1,1,a,gqbcw11bbup9p63,Query,19,100
6,6,5.072,1,1,a,gqbcw11bbup9p63,Query,20,100
5,5,5.398,1,1,a,gqbcw11bbup9p63,Query,21,100
7,5,3.774,0,1,a,gqbcw11bbup9p63,Query,22,100
3,3,2.709,1,1,a,gqbcw11bbup9p63,Query,23,100
1,1,0.665,1,1,a,gqbcw11bbup9p63,Query,24,100
4,3,6,1,1,a,gqbcw11bbup9p63,Query,25,100
7,5,11.784,0,1,a,gqbcw11bbup9p63,Query,26,100
7,7,3.023,1,1,a,gqbcw11bbup9p63,Query,27,100
2,2,0.636,1,1,a,gqbcw11bbup9p63,Query,28,100
2,2,0.703,1,1,a,gqbcw11bbup9p63,Query,29,100
6,5,10.81,1,1,a,gqbcw11bbup9p63,Query,30,100
1,1,0.634,1,1,a,gqbcw11bbup9p63,Query,31,100
3,2,2.246,0,1,a,gqbcw11bbup9p63,Query,32,100
7,6,5.626,1,1,a,gqbcw11bbup9p63,Query,33,100
3,3,3.096,1,1,a,gqbcw11bbup9p63,Query,34,100
2,2,2.616,1,1,a,gqbcw11bbup9p63,Query,35,100
3,5,8.235,1,1,chb,gqbcw11bbup9p63,Sequence,1,100
5,7,7.678,0,0,chb,gqbcw11bbup9p63,Sequence,2,100
4,3,3.847,0,1,chb,gqbcw11bbup9p63,Sequence,3,100
6,5,3.541,0,1,chb,gqbcw11bbup9p63,Sequence,4,100
3,2,2.51,0,1,chb,gqbcw11bbup9p63,Sequence,5,100
6,5,5.864,0,1,chb,gqbcw11bbup9p63,Sequence,6,100
3,2,6.771,0,1,chb,gqbcw11bbup9p63,Sequence,7,100
1,1,0.702,1,1,chb,gqbcw11bbup9p63,Sequence,8,100
2,1,2.838,1,1,chb,gqbcw11bbup9p63,Sequence,9,100
5,5,12.968,1,1,chb,gqbcw11bbup9p63,Sequence,10,100
2,1,0.796,0,0,chb,gqbcw11bbup9p63,Sequence,11,100
4,4,5.855,1,0,chb,gqbcw11bbup9p63,Sequence,12,100
5,3,4.841,1,1,chb,gqbcw11bbup9p63,Sequence,13,100
7,5,6.496,0,1,chb,gqbcw11bbup9p63,Sequence,14,100
7,5,3.372,1,1,chb,gqbcw11bbup9p63,Sequence,15,100
6,4,2.675,0,1,chb,gqbcw11bbup9p63,Sequence,16,100
1,1,0.717,1,1,chb,gqbcw11bbup9p63,Sequence,17,100
2,2,0.65,1,1,chb,gqbcw11bbup9p63,Sequence,18,100
5,3,5.735,0,0,chb,gqbcw11bbup9p63,Sequence,19,100
3,3,2.943,1,1,chb,gqbcw11bbup9p63,Sequence,20,100
1,1,0.786,1,1,chb,gqbcw11bbup9p63,Sequence,21,100
7,5,7.096,0,1,chb,gqbcw11bbup9p63,Sequence,22,100
1,1,0.592,1,1,chb,gqbcw11bbup9p63,Sequence,23,100
7,5,3.399,1,1,chb,gqbcw11bbup9p63,Sequence,24,100
2,2,0.821,1,1,chb,gqbcw11bbup9p63,Sequence,25,100
4,4,2.895,0,0,chb,gqbcw11bbup9p63,Sequence,26,100
4,3,5.204,1,1,chb,gqbcw11bbup9p63,Sequence,27,100
2,2,1.042,1,1,chb,gqbcw11bbup9p63,Sequence,28,100
7,6,10.696,0,1,chb,gqbcw11bbup9p63,Sequence,29,100
4,4,7.072,0,1,chb,gqbcw11bbup9p63,Sequence,30,100
5,5,4.853,0,1,chb,gqbcw11bbup9p63,Sequence,31,100
6,5,5.726,1,1,chb,gqbcw11bbup9p63,Sequence,32,100
1,1,0.527,1,1,chb,gqbcw11bbup9p63,Sequence,33,100
3,2,2.8,1,1,chb,gqbcw11bbup9p63,Sequence,34,100
6,4,5.599,1,1,chb,gqbcw11bbup9p63,Sequence,35,100
2,3,0.711,1,1,a,gqbcw11bbup9p63,None,1,100
1,1,0.686,1,1,a,gqbcw11bbup9p63,None,2,100
5,9,5.341,1,1,a,gqbcw11bbup9p63,None,3,100
3,3,3.139,0,1,a,gqbcw11bbup9p63,None,4,100
1,1,0.939,1,1,a,gqbcw11bbup9p63,None,5,100
3,4,2.439,1,1,a,gqbcw11bbup9p63,None,6,100
2,3,1.642,1,1,a,gqbcw11bbup9p63,None,7,100
3,3,6.183,1,1,a,gqbcw11bbup9p63,None,8,100
1,1,0.641,1,1,a,gqbcw11bbup9p63,None,9,100
2,2,1.037,1,1,a,gqbcw11bbup9p63,None,10,100
5,5,2.847,1,1,a,gqbcw11bbup9p63,None,11,100
7,6,11.385,1,1,a,gqbcw11bbup9p63,None,12,100
7,6,3.353,0,1,a,gqbcw11bbup9p63,None,13,100
6,7,3.631,1,1,a,gqbcw11bbup9p63,None,14,100
4,5,3.284,1,1,a,gqbcw11bbup9p63,None,15,100
4,4,2.324,0,1,a,gqbcw11bbup9p63,None,16,100
2,1,1.029,0,1,a,gqbcw11bbup9p63,None,17,100
1,1,0.606,1,1,a,gqbcw11bbup9p63,None,18,100
3,3,2.779,1,1,a,gqbcw11bbup9p63,None,19,100
6,6,5.982,1,1,a,gqbcw11bbup9p63,None,20,100
7,5,7.414,0,1,a,gqbcw11bbup9p63,None,21,100
4,4,5.022,0,1,a,gqbcw11bbup9p63,None,22,100
4,5,4.68,0,1,a,gqbcw11bbup9p63,None,23,100
7,8,2.739,0,1,a,gqbcw11bbup9p63,None,24,100
6,6,1.741,1,1,a,gqbcw11bbup9p63,None,25,100
5,5,1.591,0,1,a,gqbcw11bbup9p63,None,26,100
7,7,1.416,0,0,a,gqbcw11bbup9p63,None,27,100
2,2,2.201,1,1,a,gqbcw11bbup9p63,None,28,100
5,5,3.176,1,1,a,gqbcw11bbup9p63,None,29,100
4,4,2.302,1,1,a,gqbcw11bbup9p63,None,30,100
3,3,2.41,0,1,a,gqbcw11bbup9p63,None,31,100
6,5,6.824,1,1,a,gqbcw11bbup9p63,None,32,100
1,1,0.646,1,1,a,gqbcw11bbup9p63,None,33,100
6,7,2.32,1,1,a,gqbcw11bbup9p63,None,34,100
5,4,2.879,0,1,a,gqbcw11bbup9p63,None,35,100
6,8,26.352,1,1,a,bp49s1tkfbb8xru,Query,1,100
4,4,17.246,1,1,a,bp49s1tkfbb8xru,Query,2,100
1,1,1.838,1,1,a,bp49s1tkfbb8xru,Query,3,100
7,6,22.506,0,1,a,bp49s1tkfbb8xru,Query,4,100
1,1,1.391,1,1,a,bp49s1tkfbb8xru,Query,5,100
7,7,27.404,1,1,a,bp49s1tkfbb8xru,Query,6,100
1,1,1.755,1,1,a,bp49s1tkfbb8xru,Query,7,100
5,5,16.58,1,1,a,bp49s1tkfbb8xru,Query,8,100
1,1,1.031,1,1,a,bp49s1tkfbb8xru,Query,9,100
3,3,9.431,1,1,a,bp49s1tkfbb8xru,Query,10,100
7,6,19.334,1,1,a,bp49s1tkfbb8xru,Query,11,100
2,2,4.647,1,1,a,bp49s1tkfbb8xru,Query,12,100
3,3,6.533,1,1,a,bp49s1tkfbb8xru,Query,13,100
5,4,9.814,1,1,a,bp49s1tkfbb8xru,Query,14,100
4,3,12.295,1,1,a,bp49s1tkfbb8xru,Query,15,100
4,4,11.206,1,1,a,bp49s1tkfbb8xru,Query,16,100
6,6,23.847,1,1,a,bp49s1tkfbb8xru,Query,17,100
4,4,10.143,1,1,a,bp49s1tkfbb8xru,Query,18,100
2,2,4.562,1,1,a,bp49s1tkfbb8xru,Query,19,100
5,5,15.789,1,1,a,bp49s1tkfbb8xru,Query,20,100
3,3,7.751,1,1,a,bp49s1tkfbb8xru,Query,21,100
1,1,1.122,1,1,a,bp49s1tkfbb8xru,Query,22,100
3,3,8.391,1,1,a,bp49s1tkfbb8xru,Query,23,100
7,7,8.415,1,0,a,bp49s1tkfbb8xru,Query,24,100
5,4,20.646,1,1,a,bp49s1tkfbb8xru,Query,25,100
6,6,13.324,1,1,a,bp49s1tkfbb8xru,Query,26,100
3,2,3.484,0,1,a,bp49s1tkfbb8xru,Query,27,100
2,2,4.753,1,1,a,bp49s1tkfbb8xru,Query,28,100
7,6,7.359,1,1,a,bp49s1tkfbb8xru,Query,29,100
5,5,5.247,1,1,a,bp49s1tkfbb8xru,Query,30,100
2,2,2.848,1,1,a,bp49s1tkfbb8xru,Query,31,100
6,5,5.368,1,1,a,bp49s1tkfbb8xru,Query,32,100
6,4,6.617,0,1,a,bp49s1tkfbb8xru,Query,33,100
4,3,4.782,0,1,a,bp49s1tkfbb8xru,Query,34,100
2,2,2.675,1,1,a,bp49s1tkfbb8xru,Query,35,100
4,5,3.336,1,0,bac,bp49s1tkfbb8xru,Sequence,1,100
6,7,27.406,0,1,bac,bp49s1tkfbb8xru,Sequence,2,100
2,3,3.43,1,1,bac,bp49s1tkfbb8xru,Sequence,3,100
4,4,12.962,0,1,bac,bp49s1tkfbb8xru,Sequence,4,100
2,3,3.124,1,1,bac,bp49s1tkfbb8xru,Sequence,5,100
4,6,14.446,1,1,bac,bp49s1tkfbb8xru,Sequence,6,100
1,1,1.08,1,1,bac,bp49s1tkfbb8xru,Sequence,7,100
7,6,18.413,0,1,bac,bp49s1tkfbb8xru,Sequence,8,100
3,2,5.201,1,1,bac,bp49s1tkfbb8xru,Sequence,9,100
6,4,15.664,0,1,bac,bp49s1tkfbb8xru,Sequence,10,100
3,3,7.071,1,1,bac,bp49s1tkfbb8xru,Sequence,11,100
4,3,11.408,0,1,bac,bp49s1tkfbb8xru,Sequence,12,100
7,5,23.608,0,1,bac,bp49s1tkfbb8xru,Sequence,13,100
1,1,1.349,1,1,bac,bp49s1tkfbb8xru,Sequence,14,100
5,5,19.474,1,1,bac,bp49s1tkfbb8xru,Sequence,15,100
5,4,12.574,0,1,bac,bp49s1tkfbb8xru,Sequence,16,100
5,4,13.008,0,1,bac,bp49s1tkfbb8xru,Sequence,17,100
1,1,1.635,1,1,bac,bp49s1tkfbb8xru,Sequence,18,100
2,2,3.663,1,1,bac,bp49s1tkfbb8xru,Sequence,19,100
6,4,12.991,1,1,bac,bp49s1tkfbb8xru,Sequence,20,100
3,2,6.182,0,1,bac,bp49s1tkfbb8xru,Sequence,21,100
2,2,7.134,1,1,bac,bp49s1tkfbb8xru,Sequence,22,100
3,3,7.275,1,1,bac,bp49s1tkfbb8xru,Sequence,23,100
1,1,1.004,1,1,bac,bp49s1tkfbb8xru,Sequence,24,100
3,3,6.262,1,1,bac,bp49s1tkfbb8xru,Sequence,25,100
2,2,2.422,1,1,bac,bp49s1tkfbb8xru,Sequence,26,100
7,5,21.525,1,1,bac,bp49s1tkfbb8xru,Sequence,27,100
6,6,14.087,1,1,bac,bp49s1tkfbb8xru,Sequence,28,100
7,5,20.582,1,1,bac,bp49s1tkfbb8xru,Sequence,29,100
1,1,1.294,1,1,bac,bp49s1tkfbb8xru,Sequence,30,100
7,7,18.207,1,1,bac,bp49s1tkfbb8xru,Sequence,31,100
5,3,10.351,1,1,bac,bp49s1tkfbb8xru,Sequence,32,100
6,5,19.91,0,1,bac,bp49s1tkfbb8xru,Sequence,33,100
4,4,7.378,0,1,bac,bp49s1tkfbb8xru,Sequence,34,100
5,3,10.045,0,1,bac,bp49s1tkfbb8xru,Sequence,35,100
6,8,29.068,1,1,a,bp49s1tkfbb8xru,None,1,100
1,1,2.114,1,1,a,bp49s1tkfbb8xru,None,2,100
4,4,12.606,1,1,a,bp49s1tkfbb8xru,None,3,100
1,1,1.775,1,1,a,bp49s1tkfbb8xru,None,4,100
6,5,20.27,0,1,a,bp49s1tkfbb8xru,None,5,100
5,5,14.579,0,1,a,bp49s1tkfbb8xru,None,6,100
4,4,11.043,1,1,a,bp49s1tkfbb8xru,None,7,100
1,1,1.742,1,1,a,bp49s1tkfbb8xru,None,8,100
4,4,11.447,0,1,a,bp49s1tkfbb8xru,None,9,100
3,3,15.751,0,1,a,bp49s1tkfbb8xru,None,10,100
2,1,5.982,0,1,a,bp49s1tkfbb8xru,None,11,100
1,1,1.406,1,1,a,bp49s1tkfbb8xru,None,12,100
6,5,20.209,0,1,a,bp49s1tkfbb8xru,None,13,100
3,4,10.736,1,1,a,bp49s1tkfbb8xru,None,14,100
2,2,5.983,1,1,a,bp49s1tkfbb8xru,None,15,100
2,1,5.111,1,1,a,bp49s1tkfbb8xru,None,16,100
6,5,18.982,1,1,a,bp49s1tkfbb8xru,None,17,100
3,3,10.835,1,1,a,bp49s1tkfbb8xru,None,18,100
5,5,18.855,0,0,a,bp49s1tkfbb8xru,None,19,100
7,5,36.675,0,1,a,bp49s1tkfbb8xru,None,20,100
7,7,29.632,1,1,a,bp49s1tkfbb8xru,None,21,100
5,4,15.567,0,1,a,bp49s1tkfbb8xru,None,22,100
4,4,12.732,0,1,a,bp49s1tkfbb8xru,None,23,100
7,6,25.626,0,1,a,bp49s1tkfbb8xru,None,24,100
5,5,17.803,0,1,a,bp49s1tkfbb8xru,None,25,100
1,1,1.561,1,1,a,bp49s1tkfbb8xru,None,26,100
7,6,24.462,0,1,a,bp49s1tkfbb8xru,None,27,100
2,2,3.8,1,1,a,bp49s1tkfbb8xru,None,28,100
4,4,16.143,0,1,a,bp49s1tkfbb8xru,None,29,100
7,7,29.549,1,1,a,bp49s1tkfbb8xru,None,30,100
3,3,10.783,1,1,a,bp49s1tkfbb8xru,None,31,100
2,2,2.775,1,1,a,bp49s1tkfbb8xru,None,32,100
6,6,23.859,1,1,a,bp49s1tkfbb8xru,None,33,100
3,3,8.031,1,1,a,bp49s1tkfbb8xru,None,34,100
5,5,21.127,1,1,a,bp49s1tkfbb8xru,None,35,100
2,3,1.534,1,1,a,vrlt89awtbuehfx,Query,1,100
7,9,6.418,1,1,a,vrlt89awtbuehfx,Query,2,100
1,1,0.771,1,1,a,vrlt89awtbuehfx,Query,3,100
6,5,9.565,0,1,a,vrlt89awtbuehfx,Query,4,100
3,3,3.049,0,1,a,vrlt89awtbuehfx,Query,5,100
2,3,0.724,1,1,a,vrlt89awtbuehfx,Query,6,100
3,3,1.027,0,1,a,vrlt89awtbuehfx,Query,7,100
3,2,0.571,0,1,a,vrlt89awtbuehfx,Query,8,100
1,1,0.549,1,1,a,vrlt89awtbuehfx,Query,9,100
6,4,3.683,0,1,a,vrlt89awtbuehfx,Query,10,100
2,2,0.627,1,1,a,vrlt89awtbuehfx,Query,11,100
7,5,1.873,0,1,a,vrlt89awtbuehfx,Query,12,100
5,4,1.545,0,1,a,vrlt89awtbuehfx,Query,13,100
5,5,2.119,1,1,a,vrlt89awtbuehfx,Query,14,100
6,6,2.134,1,1,a,vrlt89awtbuehfx,Query,15,100
1,1,1.152,1,1,a,vrlt89awtbuehfx,Query,16,100
4,4,0.792,1,1,a,vrlt89awtbuehfx,Query,17,100
6,6,2.522,1,1,a,vrlt89awtbuehfx,Query,18,100
1,1,0.555,1,1,a,vrlt89awtbuehfx,Query,19,100
7,5,2.852,1,1,a,vrlt89awtbuehfx,Query,20,100
7,7,1.681,1,1,a,vrlt89awtbuehfx,Query,21,100
4,4,0.606,1,1,a,vrlt89awtbuehfx,Query,22,100
7,5,1.044,1,1,a,vrlt89awtbuehfx,Query,23,100
3,2,0.382,0,1,a,vrlt89awtbuehfx,Query,24,100
2,2,0.506,1,1,a,vrlt89awtbuehfx,Query,25,100
4,3,0.457,0,1,a,vrlt89awtbuehfx,Query,26,100
1,1,0.646,1,1,a,vrlt89awtbuehfx,Query,27,100
2,2,0.276,0,1,a,vrlt89awtbuehfx,Query,28,100
5,4,0.183,1,1,a,vrlt89awtbuehfx,Query,29,100
6,5,1.82,1,1,a,vrlt89awtbuehfx,Query,30,100
5,5,0.678,1,1,a,vrlt89awtbuehfx,Query,31,100
4,3,0.36,1,1,a,vrlt89awtbuehfx,Query,32,100
3,3,0.574,1,1,a,vrlt89awtbuehfx,Query,33,100
5,4,0.5,1,1,a,vrlt89awtbuehfx,Query,34,100
4,4,0.6,1,1,a,vrlt89awtbuehfx,Query,35,100
1,1,0.606,1,1,cab,vrlt89awtbuehfx,Sequence,1,100
1,1,0.476,1,1,cab,vrlt89awtbuehfx,Sequence,2,100
6,7,5.648,0,1,cab,vrlt89awtbuehfx,Sequence,3,100
3,1,0.501,1,1,cab,vrlt89awtbuehfx,Sequence,4,100
4,3,1.696,1,1,cab,vrlt89awtbuehfx,Sequence,5,100
6,5,2.981,0,1,cab,vrlt89awtbuehfx,Sequence,6,100
2,1,0.697,0,1,cab,vrlt89awtbuehfx,Sequence,7,100
1,1,0.575,1,1,cab,vrlt89awtbuehfx,Sequence,8,100
3,3,1.951,0,1,cab,vrlt89awtbuehfx,Sequence,9,100
7,7,6.346,0,1,cab,vrlt89awtbuehfx,Sequence,10,100
5,3,2.205,0,1,cab,vrlt89awtbuehfx,Sequence,11,100
2,1,0.85,0,1,cab,vrlt89awtbuehfx,Sequence,12,100
5,3,3.598,0,1,cab,vrlt89awtbuehfx,Sequence,13,100
7,7,4.545,0,1,cab,vrlt89awtbuehfx,Sequence,14,100
5,3,2.801,1,0,cab,vrlt89awtbuehfx,Sequence,15,100
3,3,1.462,0,1,cab,vrlt89awtbuehfx,Sequence,16,100
7,5,4.321,0,1,cab,vrlt89awtbuehfx,Sequence,17,100
5,3,2.931,0,1,cab,vrlt89awtbuehfx,Sequence,18,100
2,1,0.837,1,1,cab,vrlt89awtbuehfx,Sequence,19,100
1,1,0.515,1,1,cab,vrlt89awtbuehfx,Sequence,20,100
4,3,1.186,0,1,cab,vrlt89awtbuehfx,Sequence,21,100
6,5,2.692,0,1,cab,vrlt89awtbuehfx,Sequence,22,100
3,2,0.615,1,1,cab,vrlt89awtbuehfx,Sequence,23,100
4,2,1.67,1,1,cab,vrlt89awtbuehfx,Sequence,24,100
6,4,2.848,0,1,cab,vrlt89awtbuehfx,Sequence,25,100
5,3,3.71,0,1,cab,vrlt89awtbuehfx,Sequence,26,100
7,6,4.063,1,1,cab,vrlt89awtbuehfx,Sequence,27,100
2,3,0.626,1,1,cab,vrlt89awtbuehfx,Sequence,28,100
4,3,2.033,1,1,cab,vrlt89awtbuehfx,Sequence,29,100
6,5,2.5,0,0,cab,vrlt89awtbuehfx,Sequence,30,100
4,3,1.437,0,1,cab,vrlt89awtbuehfx,Sequence,31,100
7,7,3.563,0,1,cab,vrlt89awtbuehfx,Sequence,32,100
1,1,0.74,1,1,cab,vrlt89awtbuehfx,Sequence,33,100
2,2,0.777,1,1,cab,vrlt89awtbuehfx,Sequence,34,100
3,2,0.655,0,1,cab,vrlt89awtbuehfx,Sequence,35,100
4,6,3.044,1,1,a,vrlt89awtbuehfx,None,1,100
3,5,1.754,1,1,a,vrlt89awtbuehfx,None,2,100
2,3,1.046,1,1,a,vrlt89awtbuehfx,None,3,100
2,2,1.137,1,1,a,vrlt89awtbuehfx,None,4,100
1,1,0.596,1,1,a,vrlt89awtbuehfx,None,5,100
6,5,6.513,0,1,a,vrlt89awtbuehfx,None,6,100
2,2,1.182,1,1,a,vrlt89awtbuehfx,None,7,100
7,7,4.592,1,1,a,vrlt89awtbuehfx,None,8,100
5,3,4.643,0,1,a,vrlt89awtbuehfx,None,9,100
4,5,2.489,1,1,a,vrlt89awtbuehfx,None,10,100
6,7,3.775,1,1,a,vrlt89awtbuehfx,None,11,100
5,3,2.576,0,1,a,vrlt89awtbuehfx,None,12,100
7,7,3.55,0,1,a,vrlt89awtbuehfx,None,13,100
5,6,2.78,1,0,a,vrlt89awtbuehfx,None,14,100
2,2,1.764,1,1,a,vrlt89awtbuehfx,None,15,100
6,6,3.979,0,1,a,vrlt89awtbuehfx,None,16,100
7,7,4.514,0,1,a,vrlt89awtbuehfx,None,17,100
5,4,2.612,1,1,a,vrlt89awtbuehfx,None,18,100
3,4,2.472,1,1,a,vrlt89awtbuehfx,None,19,100
1,1,0.618,1,1,a,vrlt89awtbuehfx,None,20,100
5,5,3.694,1,1,a,vrlt89awtbuehfx,None,21,100
7,5,4.115,1,1,a,vrlt89awtbuehfx,None,22,100
6,6,2.89,0,1,a,vrlt89awtbuehfx,None,23,100
1,1,1.077,1,1,a,vrlt89awtbuehfx,None,24,100
6,5,2.957,1,1,a,vrlt89awtbuehfx,None,25,100
3,3,2.363,0,1,a,vrlt89awtbuehfx,None,26,100
3,4,1.461,1,1,a,vrlt89awtbuehfx,None,27,100
4,3,3.288,0,1,a,vrlt89awtbuehfx,None,28,100
2,3,0.664,1,1,a,vrlt89awtbuehfx,None,29,100
3,2,1.675,1,1,a,vrlt89awtbuehfx,None,30,100
1,1,0.478,1,1,a,vrlt89awtbuehfx,None,31,100
4,4,3.106,1,0,a,vrlt89awtbuehfx,None,32,100
4,3,2.996,0,1,a,vrlt89awtbuehfx,None,33,100
1,1,0.818,1,1,a,vrlt89awtbuehfx,None,34,100
7,8,5.639,0,1,a,vrlt89awtbuehfx,None,35,100
3,4,2.441,1,1,a,5l5ksa2v5z1xcrs,Query,1,100
7,7,2.902,1,0,a,5l5ksa2v5z1xcrs,Query,2,100
4,3,2.093,1,1,a,5l5ksa2v5z1xcrs,Query,3,100
4,4,2.408,1,1,a,5l5ksa2v5z1xcrs,Query,4,100
5,5,2.343,1,1,a,5l5ksa2v5z1xcrs,Query,5,100
7,7,5.662,1,0,a,5l5ksa2v5z1xcrs,Query,6,100
2,2,0.758,1,1,a,5l5ksa2v5z1xcrs,Query,7,100
2,2,0.705,1,1,a,5l5ksa2v5z1xcrs,Query,8,100
5,5,3.624,1,1,a,5l5ksa2v5z1xcrs,Query,9,100
1,1,0.796,1,1,a,5l5ksa2v5z1xcrs,Query,10,100
2,2,2.861,1,1,a,5l5ksa2v5z1xcrs,Query,11,100
2,2,0.843,1,1,a,5l5ksa2v5z1xcrs,Query,12,100
5,5,4.286,1,1,a,5l5ksa2v5z1xcrs,Query,13,100
