NoB,time,realRT,accuracy,realAccuracy,threshold,connection,startAtSmall,participant,Structure,trial,trueConnection
5,9,26.671,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,9,dhb
7,12,17.551,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,10,dhb
3,5,9.712,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,11,dhb
2,3,4.808,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,12,dhb
3,5,6.48,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,13,dhb
5,9,10.898,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,14,dhb
4,7,6.582,1,1,6,a,0,t7w0f2l0exzmotj,Sequence,15,dhb
3,5,7.245,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,16,dhb
1,1,1.007,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,17,dhb
4,7,7.523,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,18,dhb
5,9,12.959,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,19,dhb
5,9,9.578,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,20,dhb
3,5,7.995,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,21,dhb
6,10,10.054,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,22,dhb
1,1,4.982,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,23,dhb
6,10,14.044,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,24,dhb
3,5,6.172,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,25,dhb
1,1,1.136,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,26,dhb
4,7,7.723,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,27,dhb
5,9,8.97,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,28,dhb
4,7,7.675,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,29,dhb
4,7,8.178,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,30,dhb
7,11,10.889,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,31,dhb
7,11,13.592,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,32,dhb
2,3,4.415,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,33,dhb
2,3,3.192,1,1,5,a,0,t7w0f2l0exzmotj,Sequence,34,dhb
7,11,12.607,1,1,5,a,1,t7w0f2l0exzmotj,Sequence,35,dhb
1,1,0.614,1,1,7,a,1,jfnmbjt4xn1r4dg,Sequence,1,fca
5,9,1.613,1,0,7,a,1,jfnmbjt4xn1r4dg,Sequence,2,fca
3,5,2.415,1,0,7,a,1,jfnmbjt4xn1r4dg,Sequence,3,fca
6,11,4.377,1,1,7,a,1,jfnmbjt4xn1r4dg,Sequence,4,fca
5,9,1.81,1,1,7,a,1,jfnmbjt4xn1r4dg,Sequence,5,fca
6,11,5.869,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,6,fca
7,12,16.549,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,7,fca
2,3,0.56,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,8,fca
7,12,4.528,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,9,fca
2,3,0.545,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,10,fca
7,12,4.085,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,11,fca
6,11,4.964,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,12,fca
5,9,2.12,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,13,fca
1,1,0.569,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,14,fca
3,5,1.166,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,15,fca
5,9,2.214,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,16,fca
3,5,3.473,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,17,fca
4,7,3.554,1,1,6,a,1,jfnmbjt4xn1r4dg,Sequence,18,fca
7,12,7.437,1,1,6,a,0,jfnmbjt4xn1r4dg,Sequence,19,fca
7,12,15.364,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,20,fca
4,7,2.348,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,21,fca
1,1,0.521,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,22,fca
3,5,1.805,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,23,fca
6,10,8.153,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,24,fca
3,5,0.663,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,25,fca
4,7,3.151,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,26,fca
1,1,0.772,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,27,fca
4,7,1.702,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,28,fca
5,9,1.879,1,1,5,a,0,jfnmbjt4xn1r4dg,Sequence,29,fca
2,3,0.598,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,30,fca
1,1,0.528,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,31,fca
2,3,0.885,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,32,fca
4,7,2.849,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,33,fca
6,10,13.994,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,34,fca
2,3,0.681,1,1,5,a,1,jfnmbjt4xn1r4dg,Sequence,35,fca
2,3,3.147,1,1,7,a,0,0kousukd07tco21,Sequence,1,iac
5,9,8.223,1,1,7,a,1,0kousukd07tco21,Sequence,2,iac
3,5,1.837,1,1,7,a,1,0kousukd07tco21,Sequence,3,iac
5,9,8.323,1,1,7,a,1,0kousukd07tco21,Sequence,4,iac
3,5,1.594,1,1,6,a,1,0kousukd07tco21,Sequence,5,iac
7,12,7.648,1,1,6,a,1,0kousukd07tco21,Sequence,6,iac
2,3,2.103,1,1,6,a,1,0kousukd07tco21,Sequence,7,iac
1,1,1.284,1,1,6,a,1,0kousukd07tco21,Sequence,8,iac
4,7,3.844,1,1,6,a,1,0kousukd07tco21,Sequence,9,iac
3,5,2.084,1,1,6,a,1,0kousukd07tco21,Sequence,10,iac
6,11,7.182,1,1,6,a,1,0kousukd07tco21,Sequence,11,iac
1,1,0.713,1,1,6,a,1,0kousukd07tco21,Sequence,12,iac
5,9,6.631,1,1,6,a,1,0kousukd07tco21,Sequence,13,iac
4,7,3.401,1,1,6,a,1,0kousukd07tco21,Sequence,14,iac
7,12,7.644,1,1,6,a,1,0kousukd07tco21,Sequence,15,iac
5,9,4.205,1,1,6,a,1,0kousukd07tco21,Sequence,16,iac
2,3,1.041,1,1,6,a,1,0kousukd07tco21,Sequence,17,iac
6,11,6.853,1,1,5,a,1,0kousukd07tco21,Sequence,18,iac
1,1,0.856,1,1,5,a,1,0kousukd07tco21,Sequence,19,iac
3,5,2.314,1,1,5,a,1,0kousukd07tco21,Sequence,20,iac
4,7,4.995,1,1,5,a,1,0kousukd07tco21,Sequence,21,iac
5,9,4.722,1,1,5,a,1,0kousukd07tco21,Sequence,22,iac
6,10,7.257,1,1,5,a,1,0kousukd07tco21,Sequence,23,iac
4,7,4.144,1,1,5,a,1,0kousukd07tco21,Sequence,24,iac
1,1,0.736,1,1,5,a,1,0kousukd07tco21,Sequence,25,iac
6,10,8.184,1,1,5,a,0,0kousukd07tco21,Sequence,26,iac
2,3,1.328,1,1,5,a,0,0kousukd07tco21,Sequence,27,iac
7,11,13.322,1,1,5,a,0,0kousukd07tco21,Sequence,28,iac
7,11,9.608,1,1,5,a,0,0kousukd07tco21,Sequence,29,iac
1,1,0.728,1,1,5,a,0,0kousukd07tco21,Sequence,30,iac
3,5,2.406,1,1,5,a,0,0kousukd07tco21,Sequence,31,iac
6,10,12.19,1,1,5,a,0,0kousukd07tco21,Sequence,32,iac
2,3,1.061,1,1,5,a,0,0kousukd07tco21,Sequence,33,iac
7,11,14.509,0,1,5,a,0,0kousukd07tco21,Sequence,34,iac
4,7,4.207,1,1,5,a,0,0kousukd07tco21,Sequence,35,iac
5,9,4.136,1,1,7,a,1,5mptj6ff8jp8fan,Sequence,1,haj
7,13,7.968,1,1,7,a,0,5mptj6ff8jp8fan,Sequence,2,haj
5,9,5.847,1,1,7,a,0,5mptj6ff8jp8fan,Sequence,3,haj
4,7,4.379,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,4,haj
4,7,3.622,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,5,haj
6,11,8.164,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,6,haj
4,7,3.387,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,7,haj
6,11,7.26,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,8,haj
3,5,2.127,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,9,haj
2,3,1.559,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,10,haj
3,5,2.278,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,11,haj
5,9,2.685,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,12,haj
5,9,4.952,1,1,6,a,0,5mptj6ff8jp8fan,Sequence,13,haj
4,7,2.979,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,14,haj
1,1,0.934,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,15,haj
7,11,9.222,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,16,haj
2,3,1.39,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,17,haj
4,7,2.591,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,18,haj
7,11,9.861,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,19,haj
6,10,9.875,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,20,haj
1,1,0.735,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,21,haj
1,1,0.718,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,22,haj
3,5,1.223,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,23,haj
2,3,0.901,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,24,haj
2,3,0.802,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,25,haj
3,5,1.363,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,26,haj
3,5,1.411,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,27,haj
1,1,0.815,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,28,haj
7,11,8.924,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,29,haj
7,11,9.8,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,30,haj
6,10,7.915,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,31,haj
6,10,8.213,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,32,haj
1,1,0.727,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,33,haj
5,9,3.205,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,34,haj
2,3,1.328,1,1,5,a,0,5mptj6ff8jp8fan,Sequence,35,haj
2,3,2.793,1,1,7,a,0,d4o3knz0mpk1e3r,Sequence,1,jhe
7,13,12.748,1,1,7,a,0,d4o3knz0mpk1e3r,Sequence,2,jhe
3,5,2.35,1,1,7,a,0,d4o3knz0mpk1e3r,Sequence,3,jhe
7,13,10.071,1,1,7,a,0,d4o3knz0mpk1e3r,Sequence,4,jhe
4,7,2.86,1,1,6,a,1,d4o3knz0mpk1e3r,Sequence,5,jhe
2,3,1.879,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,6,jhe
4,7,3.654,1,1,6,a,1,d4o3knz0mpk1e3r,Sequence,7,jhe
4,7,3.045,1,1,6,a,1,d4o3knz0mpk1e3r,Sequence,8,jhe
6,11,4.566,1,1,6,a,1,d4o3knz0mpk1e3r,Sequence,9,jhe
7,12,9.686,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,10,jhe
3,5,3.221,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,11,jhe
3,5,1.996,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,12,jhe
1,1,0.79,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,13,jhe
1,1,0.541,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,14,jhe
1,1,0.628,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,15,jhe
2,3,1.703,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,16,jhe
1,1,0.62,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,17,jhe
2,3,1.183,1,1,6,a,0,d4o3knz0mpk1e3r,Sequence,18,jhe
3,5,2.061,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,19,jhe
6,10,7.141,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,20,jhe
4,7,3.374,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,21,jhe
7,11,12.694,1,0,5,a,0,d4o3knz0mpk1e3r,Sequence,22,jhe
5,9,5.39,1,0,5,a,0,d4o3knz0mpk1e3r,Sequence,23,jhe
5,9,4.934,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,24,jhe
4,7,4.55,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,25,jhe
6,10,9.3,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,26,jhe
2,3,1.909,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,27,jhe
7,11,9.302,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,28,jhe
3,5,2.472,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,29,jhe
6,10,10.149,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,30,jhe
6,10,5.632,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,31,jhe
1,1,0.807,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,32,jhe
5,9,4.196,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,33,jhe
5,9,3.421,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,34,jhe
5,9,6.765,1,1,5,a,0,d4o3knz0mpk1e3r,Sequence,35,jhe
4,7,1.16,1,1,7,a,0,yvs2167kyhkctcg,Sequence,1,jhg
4,7,2.005,1,1,6,a,1,yvs2167kyhkctcg,Sequence,2,jhg
5,9,2.416,1,1,6,a,1,yvs2167kyhkctcg,Sequence,3,jhg
3,5,0.888,1,1,6,a,1,yvs2167kyhkctcg,Sequence,4,jhg
7,12,1.971,1,1,5,a,1,yvs2167kyhkctcg,Sequence,5,jhg
7,11,2.069,0,0,5,a,1,yvs2167kyhkctcg,Sequence,6,jhg
1,1,0.885,1,1,5,a,1,yvs2167kyhkctcg,Sequence,7,jhg
1,1,0.798,1,1,5,a,1,yvs2167kyhkctcg,Sequence,8,jhg
7,11,6.728,1,1,5,a,1,yvs2167kyhkctcg,Sequence,9,jhg
4,7,0.831,1,1,5,a,1,yvs2167kyhkctcg,Sequence,10,jhg
2,3,0.806,1,1,5,a,1,yvs2167kyhkctcg,Sequence,11,jhg
2,3,0.664,1,1,4,a,1,yvs2167kyhkctcg,Sequence,12,jhg
6,9,0.716,1,1,4,a,1,yvs2167kyhkctcg,Sequence,13,jhg
3,5,0.703,1,1,4,a,1,yvs2167kyhkctcg,Sequence,14,jhg
5,8,2.319,1,1,4,a,1,yvs2167kyhkctcg,Sequence,15,jhg
6,9,1.684,1,0,4,a,1,yvs2167kyhkctcg,Sequence,16,jhg
3,5,0.791,1,1,4,a,1,yvs2167kyhkctcg,Sequence,17,jhg
5,8,2.938,1,1,4,hg,1,yvs2167kyhkctcg,Sequence,18,jhg
6,8,1.329,1,0,4,jhg,1,yvs2167kyhkctcg,Sequence,19,jhg
6,5,3.73,1,1,4,jhg,1,yvs2167kyhkctcg,Sequence,20,jhg
1,1,0.924,1,1,4,jhg,1,yvs2167kyhkctcg,Sequence,21,jhg
2,1,0.638,1,1,4,jhg,1,yvs2167kyhkctcg,Sequence,22,jhg
7,6,1.243,1,0,4,jhg,1,yvs2167kyhkctcg,Sequence,23,jhg
6,6,1.194,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,24,jhg
2,1,0.733,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,25,jhg
7,7,2.805,1,1,4,jhg,1,yvs2167kyhkctcg,Sequence,26,jhg
2,1,3.324,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,27,jhg
5,4,0.933,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,28,jhg
1,1,0.678,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,29,jhg
5,3,1.06,1,0,3,jhg,1,yvs2167kyhkctcg,Sequence,30,jhg
4,2,0.826,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,31,jhg
3,1,0.74,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,32,jhg
4,2,1.086,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,33,jhg
1,1,0.702,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,34,jhg
3,1,1.147,1,1,3,jhg,1,yvs2167kyhkctcg,Sequence,35,jhg
5,9,2.882,1,1,7,a,1,v2dh8a69mhuhkqz,Sequence,1,hda
4,7,2.073,1,1,6,a,1,v2dh8a69mhuhkqz,Sequence,2,hda
5,9,3.428,1,1,6,a,1,v2dh8a69mhuhkqz,Sequence,3,hda
2,3,0.91,1,1,6,a,1,v2dh8a69mhuhkqz,Sequence,4,hda
6,11,4.69,1,1,5,a,1,v2dh8a69mhuhkqz,Sequence,5,hda
2,3,1.133,1,1,5,a,1,v2dh8a69mhuhkqz,Sequence,6,hda
7,11,7.27,0,1,5,a,1,v2dh8a69mhuhkqz,Sequence,7,hda
7,11,5.711,1,1,5,a,1,v2dh8a69mhuhkqz,Sequence,8,hda
3,5,1.634,1,1,5,a,1,v2dh8a69mhuhkqz,Sequence,9,hda
1,1,0.757,1,1,5,a,1,v2dh8a69mhuhkqz,Sequence,10,hda
7,11,7.968,1,0,5,a,0,v2dh8a69mhuhkqz,Sequence,11,hda
1,1,0.875,1,1,5,a,0,v2dh8a69mhuhkqz,Sequence,12,hda
4,7,1.842,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,13,hda
1,1,0.693,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,14,hda
4,7,3.467,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,15,hda
3,5,1.636,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,16,hda
2,3,0.923,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,17,hda
7,10,4.511,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,18,hda
1,1,0.739,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,19,hda
5,8,3.616,1,1,4,a,0,v2dh8a69mhuhkqz,Sequence,20,hda
4,7,2.425,1,1,4,hd,0,v2dh8a69mhuhkqz,Sequence,21,hda
6,8,4.013,1,1,4,hd,0,v2dh8a69mhuhkqz,Sequence,22,hda
6,7,4.217,1,1,4,hda,1,v2dh8a69mhuhkqz,Sequence,23,hda
3,1,1.414,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,24,hda
3,1,1.575,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,25,hda
6,5,5.151,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,26,hda
7,7,7.116,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,27,hda
4,3,4.116,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,28,hda
1,1,1.007,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,29,hda
3,1,1.334,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,30,hda
5,3,2.61,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,31,hda
2,1,1.05,1,1,3,hda,1,v2dh8a69mhuhkqz,Sequence,32,hda
5,3,2.969,0,1,3,a,1,v2dh8a69mhuhkqz,Sequence,33,hda
2,3,0.834,1,1,3,a,1,v2dh8a69mhuhkqz,Sequence,34,hda
6,8,4.317,0,1,3,a,1,v2dh8a69mhuhkqz,Sequence,35,hda
6,11,5.515,1,1,7,a,1,cd1ooce50gh5xra,Sequence,1,cbj
2,3,1.27,1,1,6,a,1,cd1ooce50gh5xra,Sequence,2,cbj
2,3,0.608,1,1,6,a,1,cd1ooce50gh5xra,Sequence,3,cbj
6,11,4.273,1,1,5,a,0,cd1ooce50gh5xra,Sequence,4,cbj
7,11,5.724,0,1,6,a,0,cd1ooce50gh5xra,Sequence,5,cbj
6,11,7.519,1,1,5,a,1,cd1ooce50gh5xra,Sequence,6,cbj
4,7,2.446,1,1,5,a,1,cd1ooce50gh5xra,Sequence,7,cbj
4,7,2.546,1,1,5,a,1,cd1ooce50gh5xra,Sequence,8,cbj
7,11,6.003,1,1,5,a,0,cd1ooce50gh5xra,Sequence,9,cbj
4,7,2.602,1,1,4,a,1,cd1ooce50gh5xra,Sequence,10,cbj
6,9,7.838,1,1,4,a,1,cd1ooce50gh5xra,Sequence,11,cbj
5,8,3.271,1,1,4,a,1,cd1ooce50gh5xra,Sequence,12,cbj
3,5,1.464,1,1,4,cb,1,cd1ooce50gh5xra,Sequence,13,cbj
5,6,2.879,1,1,4,cb,1,cd1ooce50gh5xra,Sequence,14,cbj
3,3,1.553,1,1,4,cb,1,cd1ooce50gh5xra,Sequence,15,cbj
4,5,1.957,1,1,4,cbj,0,cd1ooce50gh5xra,Sequence,16,cbj
1,1,1.196,1,1,4,cbj,0,cd1ooce50gh5xra,Sequence,17,cbj
7,8,6.06,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,18,cbj
1,1,0.538,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,19,cbj
2,1,0.671,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,20,cbj
1,1,0.44,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,21,cbj
5,4,4.936,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,22,cbj
3,1,1.292,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,23,cbj
6,6,4.916,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,24,cbj
5,3,3.047,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,25,cbj
7,6,6.04,1,1,3,cbj,0,cd1ooce50gh5xra,Sequence,26,cbj
5,3,3.589,0,1,3,a,0,cd1ooce50gh5xra,Sequence,27,cbj
2,3,0.535,1,1,3,a,0,cd1ooce50gh5xra,Sequence,28,cbj
4,6,3.02,1,1,3,a,0,cd1ooce50gh5xra,Sequence,29,cbj
1,1,0.526,1,1,3,a,0,cd1ooce50gh5xra,Sequence,30,cbj
3,5,2.584,1,1,3,a,0,cd1ooce50gh5xra,Sequence,31,cbj
3,5,1.12,1,1,3,a,0,cd1ooce50gh5xra,Sequence,32,cbj
1,1,0.547,1,1,3,a,0,cd1ooce50gh5xra,Sequence,33,cbj
7,9,4.577,0,1,3,a,0,cd1ooce50gh5xra,Sequence,34,cbj
2,3,0.481,1,1,3,a,0,cd1ooce50gh5xra,Sequence,35,cbj
5,9,3.778,1,1,7,a,0,edj8zsg91okuwrc,Sequence,1,ihd
2,3,1.189,1,1,6,a,0,edj8zsg91okuwrc,Sequence,2,ihd
7,12,3.347,1,0,6,a,0,edj8zsg91okuwrc,Sequence,3,ihd
5,9,3.069,1,1,6,a,0,edj8zsg91okuwrc,Sequence,4,ihd
5,9,4.778,1,1,6,a,0,edj8zsg91okuwrc,Sequence,5,ihd
4,7,1.604,1,1,5,a,1,edj8zsg91okuwrc,Sequence,6,ihd
2,3,0.853,1,1,5,a,0,edj8zsg91okuwrc,Sequence,7,ihd
6,10,5.767,1,1,5,a,0,edj8zsg91okuwrc,Sequence,8,ihd
3,5,1.346,1,1,4,a,0,edj8zsg91okuwrc,Sequence,9,ihd
7,10,7.735,1,1,4,a,0,edj8zsg91okuwrc,Sequence,10,ihd
6,9,4.304,1,1,4,a,1,edj8zsg91okuwrc,Sequence,11,ihd
4,7,2.242,1,1,4,hd,1,edj8zsg91okuwrc,Sequence,12,ihd
1,1,0.716,1,1,4,hd,1,edj8zsg91okuwrc,Sequence,13,ihd
7,9,6.23,0,1,4,a,1,edj8zsg91okuwrc,Sequence,14,ihd
4,7,3.033,1,1,4,a,1,edj8zsg91okuwrc,Sequence,15,ihd
3,5,1.436,1,1,4,a,1,edj8zsg91okuwrc,Sequence,16,ihd
3,5,1.401,1,1,4,a,1,edj8zsg91okuwrc,Sequence,17,ihd
6,9,4.981,1,1,4,a,1,edj8zsg91okuwrc,Sequence,18,ihd
1,1,0.737,1,1,4,a,1,edj8zsg91okuwrc,Sequence,19,ihd
3,5,1.216,1,1,3,a,1,edj8zsg91okuwrc,Sequence,20,ihd
1,1,0.648,1,1,3,a,1,edj8zsg91okuwrc,Sequence,21,ihd
1,1,0.636,1,1,3,a,1,edj8zsg91okuwrc,Sequence,22,ihd
6,8,4.48,1,1,3,a,1,edj8zsg91okuwrc,Sequence,23,ihd
5,7,3.887,1,1,3,a,1,edj8zsg91okuwrc,Sequence,24,ihd
1,1,0.645,1,1,3,a,1,edj8zsg91okuwrc,Sequence,25,ihd
3,5,1.658,1,1,3,ih,1,edj8zsg91okuwrc,Sequence,26,ihd
7,8,5.342,1,1,3,a,1,edj8zsg91okuwrc,Sequence,27,ihd
2,3,0.828,1,1,3,a,1,edj8zsg91okuwrc,Sequence,28,ihd
5,7,2.752,1,1,3,a,1,edj8zsg91okuwrc,Sequence,29,ihd
2,3,0.815,1,1,3,ih,1,edj8zsg91okuwrc,Sequence,30,ihd
4,5,2.152,1,1,3,ih,1,edj8zsg91okuwrc,Sequence,31,ihd
6,7,5.003,1,1,3,ih,1,edj8zsg91okuwrc,Sequence,32,ihd
7,8,6.786,1,1,3,a,1,edj8zsg91okuwrc,Sequence,33,ihd
4,6,2.619,1,1,3,a,1,edj8zsg91okuwrc,Sequence,34,ihd
2,3,0.768,1,0,3,ih,1,edj8zsg91okuwrc,Sequence,35,ihd
2,3,1.845,1,1,7,a,1,4w9ejvvn5wn1gp4,Sequence,1,ech
6,11,7.115,1,1,6,a,1,4w9ejvvn5wn1gp4,Sequence,2,ech
7,12,9.78,1,0,6,a,1,4w9ejvvn5wn1gp4,Sequence,3,ech
1,1,0.816,1,1,6,a,1,4w9ejvvn5wn1gp4,Sequence,4,ech
3,5,4.849,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,5,ech
2,3,1.043,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,6,ech
1,1,0.716,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,7,ech
4,7,3.875,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,8,ech
1,1,0.557,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,9,ech
6,10,10.143,1,1,5,a,1,4w9ejvvn5wn1gp4,Sequence,10,ech
4,7,2.944,1,1,4,a,1,4w9ejvvn5wn1gp4,Sequence,11,ech
1,1,0.606,1,1,4,a,1,4w9ejvvn5wn1gp4,Sequence,12,ech
2,3,1.004,1,1,4,a,1,4w9ejvvn5wn1gp4,Sequence,13,ech
4,7,3.55,1,1,4,ec,1,4w9ejvvn5wn1gp4,Sequence,14,ech
5,6,8.096,1,1,4,ec,1,4w9ejvvn5wn1gp4,Sequence,15,ech
4,5,4.658,1,1,4,ec,1,4w9ejvvn5wn1gp4,Sequence,16,ech
4,5,3.143,1,1,4,ech,1,4w9ejvvn5wn1gp4,Sequence,17,ech
5,4,10.071,1,1,4,ech,1,4w9ejvvn5wn1gp4,Sequence,18,ech
5,4,7.402,1,1,4,ech,1,4w9ejvvn5wn1gp4,Sequence,19,ech
1,1,0.687,1,1,4,ech,1,4w9ejvvn5wn1gp4,Sequence,20,ech
