NoB,time,realRT,accuracy,realAccuracy,threshold,connection,startAtSmall,participant,Structure,trial,trueConnection
3,5,0.846,1,1,6,a,1,3ygub809y5e0rxr,Sequence,10,fja
1,1,0.168,1,1,6,a,1,3ygub809y5e0rxr,Sequence,11,fja
5,9,-1.427,1,1,6,a,1,3ygub809y5e0rxr,Sequence,12,fja
6,11,0.277,1,1,6,a,1,3ygub809y5e0rxr,Sequence,13,fja
4,7,2.278,1,1,6,a,1,3ygub809y5e0rxr,Sequence,14,fja
6,11,4.745,1,1,5,a,1,3ygub809y5e0rxr,Sequence,15,fja
7,11,1.641,0,1,6,a,1,3ygub809y5e0rxr,Sequence,16,fja
2,3,-0.001,1,1,5,a,1,3ygub809y5e0rxr,Sequence,17,fja
4,7,0.923,1,1,5,a,1,3ygub809y5e0rxr,Sequence,18,fja
4,7,0.79,1,1,5,a,1,3ygub809y5e0rxr,Sequence,19,fja
5,9,2.37,1,1,5,a,1,3ygub809y5e0rxr,Sequence,20,fja
6,10,-0.221,1,1,5,a,1,3ygub809y5e0rxr,Sequence,21,fja
5,9,-3.618,1,1,5,a,1,3ygub809y5e0rxr,Sequence,22,fja
7,11,-7.509,1,1,5,a,1,3ygub809y5e0rxr,Sequence,23,fja
2,3,0.236,1,1,5,a,1,3ygub809y5e0rxr,Sequence,24,fja
4,7,0.047,1,1,5,a,1,3ygub809y5e0rxr,Sequence,25,fja
4,7,-0.604,1,1,4,a,1,3ygub809y5e0rxr,Sequence,26,fja
2,3,-0.329,1,1,4,a,1,3ygub809y5e0rxr,Sequence,27,fja
3,5,-0.085,1,1,4,a,1,3ygub809y5e0rxr,Sequence,28,fja
5,8,-7.446,1,1,4,a,1,3ygub809y5e0rxr,Sequence,29,fja
2,3,-0.017,1,1,4,fj,1,3ygub809y5e0rxr,Sequence,30,fja
3,2,-0.048,1,1,4,fj,1,3ygub809y5e0rxr,Sequence,31,fja
7,8,-3.033,1,1,4,fj,1,3ygub809y5e0rxr,Sequence,32,fja
7,9,-3.499,0,1,4,a,1,3ygub809y5e0rxr,Sequence,33,fja
6,9,1.438,1,1,4,a,1,3ygub809y5e0rxr,Sequence,34,fja
2,3,0.218,1,1,4,a,1,3ygub809y5e0rxr,Sequence,35,fja
6,11,0.839,1,1,7,a,0,a2pxd76fec08wqv,Sequence,1,fdi
1,1,0.517,1,1,7,a,0,a2pxd76fec08wqv,Sequence,2,fdi
4,7,5.688,1,1,7,a,0,a2pxd76fec08wqv,Sequence,3,fdi
3,5,0.658,1,1,6,a,0,a2pxd76fec08wqv,Sequence,4,fdi
5,9,-0.472,1,1,6,a,1,a2pxd76fec08wqv,Sequence,5,fdi
1,1,-0.524,1,1,6,a,1,a2pxd76fec08wqv,Sequence,6,fdi
4,7,0.018,1,1,6,a,1,a2pxd76fec08wqv,Sequence,7,fdi
3,5,0.421,1,1,6,a,1,a2pxd76fec08wqv,Sequence,8,fdi
6,11,2.434,1,1,6,a,1,a2pxd76fec08wqv,Sequence,9,fdi
5,9,2.389,1,1,6,a,1,a2pxd76fec08wqv,Sequence,10,fdi
6,11,3.181,1,1,5,a,1,a2pxd76fec08wqv,Sequence,11,fdi
6,10,4.307,1,1,5,a,1,a2pxd76fec08wqv,Sequence,12,fdi
3,5,0.725,1,1,5,a,1,a2pxd76fec08wqv,Sequence,13,fdi
5,9,5.185,1,1,5,a,1,a2pxd76fec08wqv,Sequence,14,fdi
7,11,4.592,0,1,5,a,1,a2pxd76fec08wqv,Sequence,15,fdi
2,3,0.189,1,1,5,a,1,a2pxd76fec08wqv,Sequence,16,fdi
5,9,0.725,1,1,5,a,1,a2pxd76fec08wqv,Sequence,17,fdi
2,3,1.133,1,1,5,a,1,a2pxd76fec08wqv,Sequence,18,fdi
4,7,0.057,1,1,4,a,1,a2pxd76fec08wqv,Sequence,19,fdi
1,1,0.466,1,1,4,a,1,a2pxd76fec08wqv,Sequence,20,fdi
3,5,1.066,1,1,4,a,1,a2pxd76fec08wqv,Sequence,21,fdi
7,10,5.567,1,1,4,a,1,a2pxd76fec08wqv,Sequence,22,fdi
4,7,0.462,1,1,4,a,1,a2pxd76fec08wqv,Sequence,23,fdi
2,3,0.26,1,1,4,a,1,a2pxd76fec08wqv,Sequence,24,fdi
2,3,2.061,1,1,4,a,1,a2pxd76fec08wqv,Sequence,25,fdi
2,3,0.591,1,1,4,a,1,a2pxd76fec08wqv,Sequence,26,fdi
1,1,0.471,1,0,4,a,1,a2pxd76fec08wqv,Sequence,27,fdi
6,9,2.924,1,1,4,a,1,a2pxd76fec08wqv,Sequence,28,fdi
7,10,2.684,0,1,4,a,1,a2pxd76fec08wqv,Sequence,29,fdi
3,5,0.517,1,1,4,a,1,a2pxd76fec08wqv,Sequence,30,fdi
5,8,1.447,1,1,4,a,1,a2pxd76fec08wqv,Sequence,31,fdi
1,1,0.471,1,1,4,a,1,a2pxd76fec08wqv,Sequence,32,fdi
7,10,2.591,1,1,4,a,1,a2pxd76fec08wqv,Sequence,33,fdi
7,10,4.572,0,1,4,a,1,a2pxd76fec08wqv,Sequence,34,fdi
4,7,2.18,1,1,4,a,1,a2pxd76fec08wqv,Sequence,35,fdi
7,13,22.098,1,1,7,a,1,h6qct37mx0ek964,Sequence,1,fjh
6,11,18.497,1,1,7,a,1,h6qct37mx0ek964,Sequence,2,fjh
5,9,16.281,1,1,6,a,0,h6qct37mx0ek964,Sequence,3,fjh
3,5,0.794,1,1,6,a,0,h6qct37mx0ek964,Sequence,4,fjh
4,7,1.378,1,1,6,a,0,h6qct37mx0ek964,Sequence,5,fjh
7,12,1.021,1,1,6,a,1,h6qct37mx0ek964,Sequence,6,fjh
3,5,1.594,1,1,6,a,1,h6qct37mx0ek964,Sequence,7,fjh
1,1,-0.105,1,1,6,a,1,h6qct37mx0ek964,Sequence,8,fjh
5,9,-6.54,1,1,6,a,1,h6qct37mx0ek964,Sequence,9,fjh
1,1,0.056,1,1,6,a,1,h6qct37mx0ek964,Sequence,10,fjh
5,9,-2.489,1,1,6,a,1,h6qct37mx0ek964,Sequence,11,fjh
1,1,-0.005,1,1,6,a,1,h6qct37mx0ek964,Sequence,12,fjh
6,11,-2.505,1,1,5,a,1,h6qct37mx0ek964,Sequence,13,fjh
6,10,-2.83,1,1,5,a,1,h6qct37mx0ek964,Sequence,14,fjh
5,9,0.571,1,1,5,a,1,h6qct37mx0ek964,Sequence,15,fjh
3,5,0.842,1,1,5,a,1,h6qct37mx0ek964,Sequence,16,fjh
7,11,-11.551,0,1,5,a,1,h6qct37mx0ek964,Sequence,17,fjh
4,7,1.203,1,0,5,a,1,h6qct37mx0ek964,Sequence,18,fjh
4,7,0.253,1,1,5,a,1,h6qct37mx0ek964,Sequence,19,fjh
1,1,0.023,1,1,5,a,1,h6qct37mx0ek964,Sequence,20,fjh
3,5,-0.652,1,1,5,a,1,h6qct37mx0ek964,Sequence,21,fjh
5,9,-4.552,1,1,5,a,1,h6qct37mx0ek964,Sequence,22,fjh
2,3,-0.428,1,1,4,a,1,h6qct37mx0ek964,Sequence,23,fjh
2,3,-0.62,1,1,4,a,1,h6qct37mx0ek964,Sequence,24,fjh
4,7,-1.561,1,1,4,a,1,h6qct37mx0ek964,Sequence,25,fjh
6,9,3.921,1,1,4,a,1,h6qct37mx0ek964,Sequence,26,fjh
2,3,0.232,1,1,4,a,1,h6qct37mx0ek964,Sequence,27,fjh
7,10,5.873,0,0,4,a,1,h6qct37mx0ek964,Sequence,28,fjh
6,9,4.027,1,1,4,a,1,h6qct37mx0ek964,Sequence,29,fjh
1,1,0.028,1,1,4,a,1,h6qct37mx0ek964,Sequence,30,fjh
2,3,-0.199,1,1,4,a,1,h6qct37mx0ek964,Sequence,31,fjh
7,10,13.496,1,0,4,a,1,h6qct37mx0ek964,Sequence,32,fjh
2,3,-6.709,1,1,4,a,1,h6qct37mx0ek964,Sequence,33,fjh
4,7,0.856,1,1,4,a,1,h6qct37mx0ek964,Sequence,34,fjh
3,5,-2.553,1,1,4,a,1,h6qct37mx0ek964,Sequence,35,fjh
6,11,0.005,1,1,7,a,1,rtd925uhy78rvmr,Sequence,1,adb
5,9,-1.011,1,1,7,a,1,rtd925uhy78rvmr,Sequence,2,adb
2,3,-0.246,1,1,6,a,1,rtd925uhy78rvmr,Sequence,3,adb
2,3,0.055,1,1,6,a,1,rtd925uhy78rvmr,Sequence,4,adb
7,12,-0.385,1,1,6,a,1,rtd925uhy78rvmr,Sequence,5,adb
6,11,-0.225,1,1,6,a,0,rtd925uhy78rvmr,Sequence,6,adb
1,1,-0.419,1,1,6,a,0,rtd925uhy78rvmr,Sequence,7,adb
4,7,0.396,1,1,6,a,0,rtd925uhy78rvmr,Sequence,8,adb
4,7,-1.497,1,1,6,a,0,rtd925uhy78rvmr,Sequence,9,adb
6,11,-0.235,1,1,6,a,0,rtd925uhy78rvmr,Sequence,10,adb
1,1,-0.514,1,1,6,a,0,rtd925uhy78rvmr,Sequence,11,adb
7,12,0.06,1,1,5,a,0,rtd925uhy78rvmr,Sequence,12,adb
7,11,-0.665,1,1,5,a,0,rtd925uhy78rvmr,Sequence,13,adb
3,5,2.461,1,1,5,a,0,rtd925uhy78rvmr,Sequence,14,adb
2,3,-0.008,1,1,5,a,0,rtd925uhy78rvmr,Sequence,15,adb
1,1,-0.586,1,1,5,a,0,rtd925uhy78rvmr,Sequence,16,adb
3,5,-0.567,1,1,5,a,0,rtd925uhy78rvmr,Sequence,17,adb
4,7,-1.173,1,1,5,a,1,rtd925uhy78rvmr,Sequence,18,adb
2,3,0.498,1,1,5,a,1,rtd925uhy78rvmr,Sequence,19,adb
5,9,-0.592,1,1,5,a,0,rtd925uhy78rvmr,Sequence,20,adb
6,10,-1.763,1,1,4,ad,1,rtd925uhy78rvmr,Sequence,21,adb
3,2,-0.561,1,1,4,ad,1,rtd925uhy78rvmr,Sequence,22,adb
3,2,-0.492,0,1,4,a,1,rtd925uhy78rvmr,Sequence,23,adb
1,1,-0.278,1,1,4,a,1,rtd925uhy78rvmr,Sequence,24,adb
5,8,0.447,1,1,4,a,1,rtd925uhy78rvmr,Sequence,25,adb
3,5,-0.181,1,1,4,a,1,rtd925uhy78rvmr,Sequence,26,adb
2,3,1.91,1,1,4,a,1,rtd925uhy78rvmr,Sequence,27,adb
7,10,-1.103,1,1,4,a,1,rtd925uhy78rvmr,Sequence,28,adb
4,7,-0.255,1,1,4,a,1,rtd925uhy78rvmr,Sequence,29,adb
4,7,-0.319,1,1,4,a,1,rtd925uhy78rvmr,Sequence,30,adb
1,1,-0.325,1,1,4,a,1,rtd925uhy78rvmr,Sequence,31,adb
5,8,-1.227,1,1,4,a,0,rtd925uhy78rvmr,Sequence,32,adb
6,9,-0.329,1,1,4,a,0,rtd925uhy78rvmr,Sequence,33,adb
7,10,-0.246,1,1,4,a,0,rtd925uhy78rvmr,Sequence,34,adb
5,8,0.288,1,1,4,a,0,rtd925uhy78rvmr,Sequence,35,adb
7,13,2.404,1,1,7,a,1,qbzttsocef3cc2y,Sequence,1,dah
6,11,-0.029,1,1,7,a,1,qbzttsocef3cc2y,Sequence,2,dah
2,3,0.456,1,1,6,a,1,qbzttsocef3cc2y,Sequence,3,dah
1,1,0.063,1,1,6,a,1,qbzttsocef3cc2y,Sequence,4,dah
4,7,-0.224,1,1,6,a,1,qbzttsocef3cc2y,Sequence,5,dah
7,12,6.3,1,1,6,a,1,qbzttsocef3cc2y,Sequence,6,dah
5,9,1.14,1,1,6,a,1,qbzttsocef3cc2y,Sequence,7,dah
1,1,-0.069,1,1,6,a,1,qbzttsocef3cc2y,Sequence,8,dah
7,12,0.738,1,1,6,a,1,qbzttsocef3cc2y,Sequence,9,dah
3,5,-0.847,1,1,5,a,1,qbzttsocef3cc2y,Sequence,10,dah
3,5,0.477,1,1,5,a,1,qbzttsocef3cc2y,Sequence,11,dah
5,9,-1.911,1,1,5,a,1,qbzttsocef3cc2y,Sequence,12,dah
2,3,0.081,1,1,5,a,1,qbzttsocef3cc2y,Sequence,13,dah
4,7,0.199,1,1,5,a,1,qbzttsocef3cc2y,Sequence,14,dah
5,9,0.516,1,1,5,a,1,qbzttsocef3cc2y,Sequence,15,dah
3,5,0.246,1,1,5,a,1,qbzttsocef3cc2y,Sequence,16,dah
5,9,-0.448,1,1,5,a,1,qbzttsocef3cc2y,Sequence,17,dah
4,7,-0.22,1,1,5,a,1,qbzttsocef3cc2y,Sequence,18,dah
1,1,-0.123,1,1,5,a,1,qbzttsocef3cc2y,Sequence,19,dah
6,10,-0.068,1,1,5,a,1,qbzttsocef3cc2y,Sequence,20,dah
7,11,-3.544,1,1,4,da,1,qbzttsocef3cc2y,Sequence,21,dah
6,8,-1.296,0,1,5,a,1,qbzttsocef3cc2y,Sequence,22,dah
4,7,1.296,1,1,4,a,1,qbzttsocef3cc2y,Sequence,23,dah
2,3,-0.016,1,1,4,a,1,qbzttsocef3cc2y,Sequence,24,dah
3,5,-0.341,1,1,4,a,1,qbzttsocef3cc2y,Sequence,25,dah
2,3,-0.004,1,1,4,a,1,qbzttsocef3cc2y,Sequence,26,dah
3,5,-0.908,1,1,4,a,1,qbzttsocef3cc2y,Sequence,27,dah
1,1,-0.031,1,1,4,a,1,qbzttsocef3cc2y,Sequence,28,dah
5,8,0.364,1,0,4,a,1,qbzttsocef3cc2y,Sequence,29,dah
1,1,0.064,1,1,4,a,1,qbzttsocef3cc2y,Sequence,30,dah
7,10,2.348,1,0,4,a,1,qbzttsocef3cc2y,Sequence,31,dah
6,9,2.907,1,1,4,a,1,qbzttsocef3cc2y,Sequence,32,dah
4,7,-0.171,1,1,4,a,1,qbzttsocef3cc2y,Sequence,33,dah
6,9,-4.599,1,1,4,a,1,qbzttsocef3cc2y,Sequence,34,dah
2,3,0.049,1,1,4,a,1,qbzttsocef3cc2y,Sequence,35,dah
2,3,1.195,1,1,7,a,0,ub40eh4k8rdgvtb,Sequence,1,cge
5,9,-0.885,1,1,7,a,1,ub40eh4k8rdgvtb,Sequence,2,cge
2,3,0.095,1,0,6,a,1,ub40eh4k8rdgvtb,Sequence,3,cge
6,11,-0.715,1,1,6,a,1,ub40eh4k8rdgvtb,Sequence,4,cge
5,9,-0.201,1,1,6,a,1,ub40eh4k8rdgvtb,Sequence,5,cge
5,9,-0.536,1,0,6,a,1,ub40eh4k8rdgvtb,Sequence,6,cge
4,7,-0.085,1,0,6,a,1,ub40eh4k8rdgvtb,Sequence,7,cge
4,7,2.245,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,8,cge
4,7,-1.343,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,9,cge
7,11,-1.875,1,0,5,a,1,ub40eh4k8rdgvtb,Sequence,10,cge
6,10,-0.089,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,11,cge
2,3,1.715,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,12,cge
5,9,-0.159,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,13,cge
3,5,0.067,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,14,cge
3,5,-0.127,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,15,cge
1,1,-0.352,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,16,cge
3,5,-1.579,1,1,5,a,1,ub40eh4k8rdgvtb,Sequence,17,cge
7,11,3.407,1,0,4,a,1,ub40eh4k8rdgvtb,Sequence,18,cge
2,3,0.687,1,1,4,cg,1,ub40eh4k8rdgvtb,Sequence,19,cge
1,1,-0.152,1,1,4,cg,1,ub40eh4k8rdgvtb,Sequence,20,cge
7,9,0.192,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,21,cge
3,5,-0.648,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,22,cge
7,10,0.919,0,1,4,a,1,ub40eh4k8rdgvtb,Sequence,23,cge
3,5,-0.507,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,24,cge
2,3,-0.018,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,25,cge
6,9,0.321,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,26,cge
1,1,0.105,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,27,cge
1,1,-0.263,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,28,cge
7,10,-0.07,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,29,cge
4,7,0.473,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,30,cge
6,9,-0.347,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,31,cge
5,8,-0.937,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,32,cge
6,9,0.017,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,33,cge
1,1,-0.88,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,34,cge
4,7,-0.327,1,1,4,a,1,ub40eh4k8rdgvtb,Sequence,35,cge
4,7,-0.091,1,1,7,a,1,fo7rrkaarq1yxbk,Sequence,1,fad
4,7,0.31,1,1,7,a,1,fo7rrkaarq1yxbk,Sequence,2,fad
6,11,4.245,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,3,fad
1,1,-1.867,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,4,fad
2,3,0.022,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,5,fad
5,9,0.079,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,6,fad
1,1,-0.356,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,7,fad
5,9,0.379,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,8,fad
2,3,-1.293,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,9,fad
4,7,1.369,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,10,fad
6,11,0.756,1,1,6,a,1,fo7rrkaarq1yxbk,Sequence,11,fad
3,5,-0.096,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,12,fad
2,3,0.487,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,13,fad
7,11,0.561,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,14,fad
5,9,0.483,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,15,fad
2,3,0.411,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,16,fad
1,1,-0.093,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,17,fad
3,5,-0.212,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,18,fad
4,7,1.567,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,19,fad
7,11,0.498,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,20,fad
1,1,0.307,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,21,fad
6,10,0.196,1,1,5,fa,1,fo7rrkaarq1yxbk,Sequence,22,fad
5,6,-0.081,0,1,5,a,1,fo7rrkaarq1yxbk,Sequence,23,fad
7,11,-0.362,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,24,fad
6,10,0.422,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,25,fad
6,10,0.454,1,1,5,a,1,fo7rrkaarq1yxbk,Sequence,26,fad
4,7,-2.497,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,27,fad
3,5,0.095,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,28,fad
2,3,0.134,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,29,fad
3,5,-0.377,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,30,fad
5,8,0.801,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,31,fad
1,1,1.639,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,32,fad
7,10,0.259,1,0,4,a,0,fo7rrkaarq1yxbk,Sequence,33,fad
7,10,-0.184,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,34,fad
3,5,0.789,1,1,4,a,1,fo7rrkaarq1yxbk,Sequence,35,fad
6,11,-0.386,1,1,7,a,0,q5ep7vxrajzuy3s,Sequence,1,cjh
5,9,5.783,1,1,7,a,1,q5ep7vxrajzuy3s,Sequence,2,cjh
5,9,0.453,1,1,6,a,0,q5ep7vxrajzuy3s,Sequence,3,cjh
2,3,0.979,1,1,6,a,0,q5ep7vxrajzuy3s,Sequence,4,cjh
1,1,0.045,1,1,6,a,0,q5ep7vxrajzuy3s,Sequence,5,cjh
5,9,10.57,1,1,6,a,1,q5ep7vxrajzuy3s,Sequence,6,cjh
4,7,2.065,1,1,6,a,0,q5ep7vxrajzuy3s,Sequence,7,cjh
1,1,0.026,1,1,6,a,0,q5ep7vxrajzuy3s,Sequence,8,cjh
4,7,4.325,1,0,6,a,0,q5ep7vxrajzuy3s,Sequence,9,cjh
4,7,1.613,1,0,5,a,1,q5ep7vxrajzuy3s,Sequence,10,cjh
7,11,-1.134,0,0,5,a,1,q5ep7vxrajzuy3s,Sequence,11,cjh
5,9,5.881,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,12,cjh
2,3,1.38,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,13,cjh
2,3,0.236,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,14,cjh
7,11,-9.289,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,15,cjh
7,11,1.798,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,16,cjh
2,3,0.283,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,17,cjh
6,10,6.465,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,18,cjh
7,11,6.347,0,1,5,a,0,q5ep7vxrajzuy3s,Sequence,19,cjh
1,1,-0.116,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,20,cjh
6,10,9.997,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,21,cjh
3,5,1.918,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,22,cjh
5,9,2.515,1,0,5,a,0,q5ep7vxrajzuy3s,Sequence,23,cjh
6,10,7.027,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,24,cjh
1,1,-0.039,1,1,5,a,0,q5ep7vxrajzuy3s,Sequence,25,cjh
2,3,-0.087,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,26,cjh
6,9,8.799,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,27,cjh
4,7,4.37,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,28,cjh
3,5,-1.958,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,29,cjh
7,10,8.477,0,0,4,a,0,q5ep7vxrajzuy3s,Sequence,30,cjh
3,5,4.081,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,31,cjh
4,7,-2.359,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,32,cjh
3,5,1.133,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,33,cjh
3,5,1.078,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,34,cjh
1,1,0.06,1,1,4,a,0,q5ep7vxrajzuy3s,Sequence,35,cjh
3,5,4.772,1,1,7,a,1,gqbcw11bbup9p63,Sequence,1,chb
5,9,7.43,1,0,6,a,0,gqbcw11bbup9p63,Sequence,2,chb
4,7,0.364,1,1,6,a,0,gqbcw11bbup9p63,Sequence,3,chb
6,11,0.586,1,1,6,a,0,gqbcw11bbup9p63,Sequence,4,chb
3,5,-146.414,1,1,6,a,0,gqbcw11bbup9p63,Sequence,5,chb
6,11,0.232,1,1,6,a,0,gqbcw11bbup9p63,Sequence,6,chb
3,5,4.075,1,1,5,a,0,gqbcw11bbup9p63,Sequence,7,chb
1,1,0.103,1,1,5,a,0,gqbcw11bbup9p63,Sequence,8,chb
2,3,1.565,1,1,5,a,0,gqbcw11bbup9p63,Sequence,9,chb
5,9,6.028,1,1,5,a,0,gqbcw11bbup9p63,Sequence,10,chb
2,3,0.359,1,0,5,a,0,gqbcw11bbup9p63,Sequence,11,chb
4,7,1.173,1,0,5,a,0,gqbcw11bbup9p63,Sequence,12,chb
5,9,-3.046,1,1,5,a,0,gqbcw11bbup9p63,Sequence,13,chb
7,11,1.913,1,1,5,a,1,gqbcw11bbup9p63,Sequence,14,chb
7,11,-0.166,0,1,5,a,1,gqbcw11bbup9p63,Sequence,15,chb
6,10,-3,1,1,5,a,1,gqbcw11bbup9p63,Sequence,16,chb
1,1,0.045,1,1,5,a,1,gqbcw11bbup9p63,Sequence,17,chb
2,3,-0.35,1,1,5,a,1,gqbcw11bbup9p63,Sequence,18,chb
5,9,1.961,1,0,5,a,0,gqbcw11bbup9p63,Sequence,19,chb
3,5,-0.735,1,1,5,a,0,gqbcw11bbup9p63,Sequence,20,chb
1,1,0.036,1,1,5,a,0,gqbcw11bbup9p63,Sequence,21,chb
7,11,1.312,1,1,4,a,0,gqbcw11bbup9p63,Sequence,22,chb
1,1,-0.141,1,1,4,a,0,gqbcw11bbup9p63,Sequence,23,chb
7,10,-2.753,0,1,5,a,0,gqbcw11bbup9p63,Sequence,24,chb
2,3,-1.203,1,1,4,a,0,gqbcw11bbup9p63,Sequence,25,chb
4,7,-1.25,1,0,4,a,0,gqbcw11bbup9p63,Sequence,26,chb
4,7,2.006,1,1,4,a,0,gqbcw11bbup9p63,Sequence,27,chb
2,3,-0.42,1,1,4,a,0,gqbcw11bbup9p63,Sequence,28,chb
7,10,5.332,1,1,4,a,0,gqbcw11bbup9p63,Sequence,29,chb
4,7,0.166,1,1,4,a,0,gqbcw11bbup9p63,Sequence,30,chb
5,8,1.548,1,1,4,a,0,gqbcw11bbup9p63,Sequence,31,chb
6,9,2.453,1,1,4,a,0,gqbcw11bbup9p63,Sequence,32,chb
1,1,-0.929,1,1,4,a,0,gqbcw11bbup9p63,Sequence,33,chb
3,5,2.707,1,1,4,a,0,gqbcw11bbup9p63,Sequence,34,chb
6,9,0.296,1,1,4,a,0,gqbcw11bbup9p63,Sequence,35,chb
4,7,-2.965,1,0,7,a,1,bp49s1tkfbb8xru,Sequence,1,bac
6,11,15.558,1,1,7,a,1,bp49s1tkfbb8xru,Sequence,2,bac
2,3,0.286,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,3,bac
4,7,5.016,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,4,bac
2,3,-0.666,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,5,bac
4,7,4.37,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,6,bac
1,1,0.203,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,7,bac
7,12,-1.716,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,8,bac
3,5,2.889,1,1,6,a,1,bp49s1tkfbb8xru,Sequence,9,bac
6,11,4.274,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,10,bac
3,5,3.115,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,11,bac
4,7,5.707,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,12,bac
7,11,4.656,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,13,bac
1,1,0.321,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,14,bac
5,9,9.888,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,15,bac
5,9,3.849,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,16,bac
5,9,4.314,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,17,bac
1,1,0.495,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,18,bac
2,3,1.988,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,19,bac
6,10,-5.214,1,1,5,a,1,bp49s1tkfbb8xru,Sequence,20,bac
3,5,3.089,1,1,5,ba,1,bp49s1tkfbb8xru,Sequence,21,bac
2,1,4.983,1,1,4,ba,1,bp49s1tkfbb8xru,Sequence,22,bac
3,2,4.286,1,1,4,ba,1,bp49s1tkfbb8xru,Sequence,23,bac
